Channel,Gain,Time (sec),Time (hr),Well,Measurement,Units,Excitation,Emission,strain,col,iptg,sal,dnaseI,growth,rep,ChanStr
sybr,60,992,0.27555555555555555,C8,24411,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,992,0.27555555555555555,C9,23859,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,992,0.27555555555555555,C10,23356,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,992,0.27555555555555555,C11,22207,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,992,0.27555555555555555,C12,20256,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,1052,0.2922222222222222,A8,23948,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,1052,0.2922222222222222,A9,23504,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,1052,0.2922222222222222,A10,22889,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,1052,0.2922222222222222,A11,21719,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,1052,0.2922222222222222,A12,19944,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,1052,0.2922222222222222,B8,24134,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,1052,0.2922222222222222,B9,23874,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,1052,0.2922222222222222,B10,23252,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,1052,0.2922222222222222,B11,22127,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,1052,0.2922222222222222,B12,20330,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,1052,0.2922222222222222,C8,24318,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,1052,0.2922222222222222,C9,23795,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,1052,0.2922222222222222,C10,23129,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,1052,0.2922222222222222,C11,22054,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,1052,0.2922222222222222,C12,20136,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,1112,0.3088888888888889,A8,23840,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,1112,0.3088888888888889,A9,23375,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,1112,0.3088888888888889,A10,22707,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,1112,0.3088888888888889,A11,21557,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,1112,0.3088888888888889,A12,19746,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,1112,0.3088888888888889,B8,23930,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,1112,0.3088888888888889,B9,23724,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,1112,0.3088888888888889,B10,23051,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,1112,0.3088888888888889,B11,21963,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,1112,0.3088888888888889,B12,20219,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,1112,0.3088888888888889,C8,24302,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,1112,0.3088888888888889,C9,23645,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,1112,0.3088888888888889,C10,22951,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,1112,0.3088888888888889,C11,21845,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,1112,0.3088888888888889,C12,19959,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,1172,0.32555555555555554,A8,23756,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,1172,0.32555555555555554,A9,23263,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,1172,0.32555555555555554,A10,22577,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,1172,0.32555555555555554,A11,21315,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,1172,0.32555555555555554,A12,19564,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,1172,0.32555555555555554,B8,23852,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,1172,0.32555555555555554,B9,23593,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,1172,0.32555555555555554,B10,22950,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,1172,0.32555555555555554,B11,21775,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,1172,0.32555555555555554,B12,20009,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,1172,0.32555555555555554,C8,24181,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,1172,0.32555555555555554,C9,23583,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,1172,0.32555555555555554,C10,22823,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,1172,0.32555555555555554,C11,21694,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,1172,0.32555555555555554,C12,19717,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,1232,0.3422222222222222,A8,23665,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,1232,0.3422222222222222,A9,23137,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,1232,0.3422222222222222,A10,22427,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,1232,0.3422222222222222,A11,21164,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,1232,0.3422222222222222,A12,19463,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,1232,0.3422222222222222,B8,23751,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,1232,0.3422222222222222,B9,23489,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,1232,0.3422222222222222,B10,22729,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,1232,0.3422222222222222,B11,21563,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,1232,0.3422222222222222,B12,19908,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,1232,0.3422222222222222,C8,24081,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,1232,0.3422222222222222,C9,23404,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,1232,0.3422222222222222,C10,22574,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,1232,0.3422222222222222,C11,21488,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,1232,0.3422222222222222,C12,19562,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,1292,0.35888888888888887,A8,23562,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,1292,0.35888888888888887,A9,23005,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,1292,0.35888888888888887,A10,22318,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,1292,0.35888888888888887,A11,20979,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,1292,0.35888888888888887,A12,19304,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,1292,0.35888888888888887,B8,23684,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,1292,0.35888888888888887,B9,23361,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,1292,0.35888888888888887,B10,22574,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,1292,0.35888888888888887,B11,21386,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,1292,0.35888888888888887,B12,19714,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,1292,0.35888888888888887,C8,24003,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,1292,0.35888888888888887,C9,23313,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,1292,0.35888888888888887,C10,22478,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,1292,0.35888888888888887,C11,21332,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,1292,0.35888888888888887,C12,19464,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,1352,0.37555555555555553,A8,23516,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,1352,0.37555555555555553,A9,22871,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,1352,0.37555555555555553,A10,22128,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,1352,0.37555555555555553,A11,20853,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,1352,0.37555555555555553,A12,19131,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,1352,0.37555555555555553,B8,23647,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,1352,0.37555555555555553,B9,23278,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,1352,0.37555555555555553,B10,22416,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,1352,0.37555555555555553,B11,21189,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,1352,0.37555555555555553,B12,19618,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,1352,0.37555555555555553,C8,23957,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,1352,0.37555555555555553,C9,23242,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,1352,0.37555555555555553,C10,22302,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,1352,0.37555555555555553,C11,21115,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,1352,0.37555555555555553,C12,19278,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,1412,0.39222222222222225,A8,23470,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,1412,0.39222222222222225,A9,22761,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,1412,0.39222222222222225,A10,21972,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,1412,0.39222222222222225,A11,20669,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,1412,0.39222222222222225,A12,18975,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,1412,0.39222222222222225,B8,23511,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,1412,0.39222222222222225,B9,23153,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,1412,0.39222222222222225,B10,22277,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,1412,0.39222222222222225,B11,21093,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,1412,0.39222222222222225,B12,19401,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,1412,0.39222222222222225,C8,23820,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,1412,0.39222222222222225,C9,23170,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,1412,0.39222222222222225,C10,22156,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,1412,0.39222222222222225,C11,21042,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,1412,0.39222222222222225,C12,19109,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,1472,0.4088888888888889,A8,23502,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,1472,0.4088888888888889,A9,22728,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,1472,0.4088888888888889,A10,21908,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,1472,0.4088888888888889,A11,20523,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,1472,0.4088888888888889,A12,18941,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,1472,0.4088888888888889,B8,23490,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,1472,0.4088888888888889,B9,23138,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,1472,0.4088888888888889,B10,22183,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,1472,0.4088888888888889,B11,20868,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,1472,0.4088888888888889,B12,19287,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,1472,0.4088888888888889,C8,23763,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,1472,0.4088888888888889,C9,23127,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,1472,0.4088888888888889,C10,22047,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,1472,0.4088888888888889,C11,20854,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,1472,0.4088888888888889,C12,19017,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,1532,0.4255555555555556,A8,23418,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,1532,0.4255555555555556,A9,22578,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,1532,0.4255555555555556,A10,21659,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,1532,0.4255555555555556,A11,20331,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,1532,0.4255555555555556,A12,18780,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,1532,0.4255555555555556,B8,23477,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,1532,0.4255555555555556,B9,22936,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,1532,0.4255555555555556,B10,22039,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,1532,0.4255555555555556,B11,20711,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,1532,0.4255555555555556,B12,19139,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,1532,0.4255555555555556,C8,23778,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,1532,0.4255555555555556,C9,22948,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,1532,0.4255555555555556,C10,21942,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,1532,0.4255555555555556,C11,20745,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,1532,0.4255555555555556,C12,18903,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,1592,0.44222222222222224,A8,23376,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,1592,0.44222222222222224,A9,22510,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,1592,0.44222222222222224,A10,21582,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,1592,0.44222222222222224,A11,20204,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,1592,0.44222222222222224,A12,18664,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,1592,0.44222222222222224,B8,23351,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,1592,0.44222222222222224,B9,22862,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,1592,0.44222222222222224,B10,21931,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,1592,0.44222222222222224,B11,20547,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,1592,0.44222222222222224,B12,19101,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,1592,0.44222222222222224,C8,23749,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,1592,0.44222222222222224,C9,22905,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,1592,0.44222222222222224,C10,21790,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,1592,0.44222222222222224,C11,20538,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,1592,0.44222222222222224,C12,18785,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,1652,0.4588888888888889,A8,23433,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,1652,0.4588888888888889,A9,22416,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,1652,0.4588888888888889,A10,21480,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,1652,0.4588888888888889,A11,20137,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,1652,0.4588888888888889,A12,18533,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,1652,0.4588888888888889,B8,23357,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,1652,0.4588888888888889,B9,22754,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,1652,0.4588888888888889,B10,21779,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,1652,0.4588888888888889,B11,20482,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,1652,0.4588888888888889,B12,18991,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,1652,0.4588888888888889,C8,23618,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,1652,0.4588888888888889,C9,22837,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,1652,0.4588888888888889,C10,21653,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,1652,0.4588888888888889,C11,20415,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,1652,0.4588888888888889,C12,18673,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,1712,0.47555555555555556,A8,23302,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,1712,0.47555555555555556,A9,22305,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,1712,0.47555555555555556,A10,21379,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,1712,0.47555555555555556,A11,19964,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,1712,0.47555555555555556,A12,18381,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,1712,0.47555555555555556,B8,23252,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,1712,0.47555555555555556,B9,22687,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,1712,0.47555555555555556,B10,21650,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,1712,0.47555555555555556,B11,20318,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,1712,0.47555555555555556,B12,18834,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,1712,0.47555555555555556,C8,23554,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,1712,0.47555555555555556,C9,22758,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,1712,0.47555555555555556,C10,21526,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,1712,0.47555555555555556,C11,20334,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,1712,0.47555555555555556,C12,18520,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,1772,0.4922222222222222,A8,23278,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,1772,0.4922222222222222,A9,22192,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,1772,0.4922222222222222,A10,21206,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,1772,0.4922222222222222,A11,19882,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,1772,0.4922222222222222,A12,18267,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,1772,0.4922222222222222,B8,23212,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,1772,0.4922222222222222,B9,22543,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,1772,0.4922222222222222,B10,21544,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,1772,0.4922222222222222,B11,20212,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,1772,0.4922222222222222,B12,18668,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,1772,0.4922222222222222,C8,23472,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,1772,0.4922222222222222,C9,22586,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,1772,0.4922222222222222,C10,21374,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,1772,0.4922222222222222,C11,20114,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,1772,0.4922222222222222,C12,18467,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,1832,0.5088888888888888,A8,23300,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,1832,0.5088888888888888,A9,22086,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,1832,0.5088888888888888,A10,21090,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,1832,0.5088888888888888,A11,19719,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,1832,0.5088888888888888,A12,18226,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,1832,0.5088888888888888,B8,23209,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,1832,0.5088888888888888,B9,22508,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,1832,0.5088888888888888,B10,21387,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,1832,0.5088888888888888,B11,20074,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,1832,0.5088888888888888,B12,18607,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,1832,0.5088888888888888,C8,23512,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,1832,0.5088888888888888,C9,22527,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,1832,0.5088888888888888,C10,21255,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,1832,0.5088888888888888,C11,19987,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,1832,0.5088888888888888,C12,18363,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,1892,0.5255555555555556,A8,23213,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,1892,0.5255555555555556,A9,22003,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,1892,0.5255555555555556,A10,20978,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,1892,0.5255555555555556,A11,19656,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,1892,0.5255555555555556,A12,18093,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,1892,0.5255555555555556,B8,23113,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,1892,0.5255555555555556,B9,22409,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,1892,0.5255555555555556,B10,21309,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,1892,0.5255555555555556,B11,19880,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,1892,0.5255555555555556,B12,18473,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,1892,0.5255555555555556,C8,23430,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,1892,0.5255555555555556,C9,22487,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,1892,0.5255555555555556,C10,21116,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,1892,0.5255555555555556,C11,19828,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,1892,0.5255555555555556,C12,18227,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,1952,0.5422222222222223,A8,23142,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,1952,0.5422222222222223,A9,21968,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,1952,0.5422222222222223,A10,20876,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,1952,0.5422222222222223,A11,19609,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,1952,0.5422222222222223,A12,17989,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,1952,0.5422222222222223,B8,23195,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,1952,0.5422222222222223,B9,22302,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,1952,0.5422222222222223,B10,21194,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,1952,0.5422222222222223,B11,19856,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,1952,0.5422222222222223,B12,18371,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,1952,0.5422222222222223,C8,23498,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,1952,0.5422222222222223,C9,22354,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,1952,0.5422222222222223,C10,21029,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,1952,0.5422222222222223,C11,19742,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,1952,0.5422222222222223,C12,18101,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,2012,0.5588888888888889,A8,23183,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,2012,0.5588888888888889,A9,21905,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,2012,0.5588888888888889,A10,20819,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,2012,0.5588888888888889,A11,19466,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
