Channel,Gain,Time (sec),Time (hr),Well,Measurement,Units,Excitation,Emission,strain,col,iptg,sal,dnaseI,growth,rep,ChanStr
sybr,50,971,0.2697222222222222,C8,6453,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,971,0.2697222222222222,C9,6304,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,971,0.2697222222222222,C10,6159,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,971,0.2697222222222222,C11,5888,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,971,0.2697222222222222,C12,5345,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,1031,0.2863888888888889,A8,6297,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,1031,0.2863888888888889,A9,6212,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,1031,0.2863888888888889,A10,6062,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,1031,0.2863888888888889,A11,5724,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,1031,0.2863888888888889,A12,5256,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,1031,0.2863888888888889,B8,6352,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,1031,0.2863888888888889,B9,6302,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,1031,0.2863888888888889,B10,6161,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,1031,0.2863888888888889,B11,5856,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,1031,0.2863888888888889,B12,5393,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,1031,0.2863888888888889,C8,6431,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,1031,0.2863888888888889,C9,6256,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,1031,0.2863888888888889,C10,6126,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,1031,0.2863888888888889,C11,5837,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,1031,0.2863888888888889,C12,5292,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,1091,0.3030555555555556,A8,6263,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,1091,0.3030555555555556,A9,6184,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,1091,0.3030555555555556,A10,6022,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,1091,0.3030555555555556,A11,5669,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,1091,0.3030555555555556,A12,5214,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,1091,0.3030555555555556,B8,6322,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,1091,0.3030555555555556,B9,6274,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,1091,0.3030555555555556,B10,6114,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,1091,0.3030555555555556,B11,5810,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,1091,0.3030555555555556,B12,5342,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,1091,0.3030555555555556,C8,6400,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,1091,0.3030555555555556,C9,6241,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,1091,0.3030555555555556,C10,6077,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,1091,0.3030555555555556,C11,5785,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,1091,0.3030555555555556,C12,5267,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,1151,0.31972222222222224,A8,6257,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,1151,0.31972222222222224,A9,6147,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,1151,0.31972222222222224,A10,5973,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,1151,0.31972222222222224,A11,5637,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,1151,0.31972222222222224,A12,5161,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,1151,0.31972222222222224,B8,6294,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,1151,0.31972222222222224,B9,6237,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,1151,0.31972222222222224,B10,6063,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,1151,0.31972222222222224,B11,5759,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,1151,0.31972222222222224,B12,5284,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,1151,0.31972222222222224,C8,6374,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,1151,0.31972222222222224,C9,6212,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,1151,0.31972222222222224,C10,6017,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,1151,0.31972222222222224,C11,5727,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,1151,0.31972222222222224,C12,5221,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,1211,0.3363888888888889,A8,6226,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,1211,0.3363888888888889,A9,6101,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,1211,0.3363888888888889,A10,5928,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,1211,0.3363888888888889,A11,5600,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,1211,0.3363888888888889,A12,5130,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,1211,0.3363888888888889,B8,6270,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,1211,0.3363888888888889,B9,6201,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,1211,0.3363888888888889,B10,6034,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,1211,0.3363888888888889,B11,5703,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,1211,0.3363888888888889,B12,5248,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,1211,0.3363888888888889,C8,6358,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,1211,0.3363888888888889,C9,6186,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,1211,0.3363888888888889,C10,5989,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,1211,0.3363888888888889,C11,5675,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,1211,0.3363888888888889,C12,5167,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,1271,0.35305555555555557,A8,6207,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,1271,0.35305555555555557,A9,6061,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,1271,0.35305555555555557,A10,5873,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,1271,0.35305555555555557,A11,5541,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,1271,0.35305555555555557,A12,5102,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,1271,0.35305555555555557,B8,6248,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,1271,0.35305555555555557,B9,6171,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,1271,0.35305555555555557,B10,5980,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,1271,0.35305555555555557,B11,5661,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,1271,0.35305555555555557,B12,5199,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,1271,0.35305555555555557,C8,6334,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,1271,0.35305555555555557,C9,6160,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,1271,0.35305555555555557,C10,5933,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,1271,0.35305555555555557,C11,5647,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,1271,0.35305555555555557,C12,5107,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,1331,0.36972222222222223,A8,6184,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,1331,0.36972222222222223,A9,6047,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,1331,0.36972222222222223,A10,5842,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,1331,0.36972222222222223,A11,5508,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,1331,0.36972222222222223,A12,5056,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,1331,0.36972222222222223,B8,6242,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,1331,0.36972222222222223,B9,6127,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,1331,0.36972222222222223,B10,5945,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,1331,0.36972222222222223,B11,5602,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,1331,0.36972222222222223,B12,5164,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,1331,0.36972222222222223,C8,6334,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,1331,0.36972222222222223,C9,6160,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,1331,0.36972222222222223,C10,5886,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,1331,0.36972222222222223,C11,5598,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,1331,0.36972222222222223,C12,5106,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,1391,0.3863888888888889,A8,6184,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,1391,0.3863888888888889,A9,6015,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,1391,0.3863888888888889,A10,5794,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,1391,0.3863888888888889,A11,5468,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,1391,0.3863888888888889,A12,5024,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,1391,0.3863888888888889,B8,6218,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,1391,0.3863888888888889,B9,6123,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,1391,0.3863888888888889,B10,5902,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,1391,0.3863888888888889,B11,5559,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,1391,0.3863888888888889,B12,5116,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,1391,0.3863888888888889,C8,6288,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,1391,0.3863888888888889,C9,6126,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,1391,0.3863888888888889,C10,5867,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,1391,0.3863888888888889,C11,5545,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,1391,0.3863888888888889,C12,5053,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,1451,0.40305555555555556,A8,6182,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,1451,0.40305555555555556,A9,6003,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,1451,0.40305555555555556,A10,5773,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,1451,0.40305555555555556,A11,5440,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,1451,0.40305555555555556,A12,4995,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,1451,0.40305555555555556,B8,6188,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,1451,0.40305555555555556,B9,6095,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,1451,0.40305555555555556,B10,5874,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,1451,0.40305555555555556,B11,5538,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,1451,0.40305555555555556,B12,5108,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,1451,0.40305555555555556,C8,6280,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,1451,0.40305555555555556,C9,6099,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,1451,0.40305555555555556,C10,5817,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,1451,0.40305555555555556,C11,5522,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,1451,0.40305555555555556,C12,5021,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,1511,0.4197222222222222,A8,6158,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,1511,0.4197222222222222,A9,5968,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,1511,0.4197222222222222,A10,5744,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,1511,0.4197222222222222,A11,5392,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,1511,0.4197222222222222,A12,4974,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,1511,0.4197222222222222,B8,6175,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,1511,0.4197222222222222,B9,6074,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,1511,0.4197222222222222,B10,5813,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,1511,0.4197222222222222,B11,5481,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,1511,0.4197222222222222,B12,5056,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,1511,0.4197222222222222,C8,6271,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,1511,0.4197222222222222,C9,6074,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,1511,0.4197222222222222,C10,5787,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,1511,0.4197222222222222,C11,5474,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,1511,0.4197222222222222,C12,4989,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,1571,0.4363888888888889,A8,6153,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,1571,0.4363888888888889,A9,5947,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,1571,0.4363888888888889,A10,5708,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,1571,0.4363888888888889,A11,5357,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,1571,0.4363888888888889,A12,4928,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,1571,0.4363888888888889,B8,6160,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,1571,0.4363888888888889,B9,6052,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,1571,0.4363888888888889,B10,5781,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,1571,0.4363888888888889,B11,5454,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,1571,0.4363888888888889,B12,5015,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,1571,0.4363888888888889,C8,6248,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,1571,0.4363888888888889,C9,6057,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,1571,0.4363888888888889,C10,5765,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,1571,0.4363888888888889,C11,5430,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,1571,0.4363888888888889,C12,4950,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,1631,0.45305555555555554,A8,6138,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,1631,0.45305555555555554,A9,5903,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,1631,0.45305555555555554,A10,5684,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,1631,0.45305555555555554,A11,5325,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,1631,0.45305555555555554,A12,4911,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,1631,0.45305555555555554,B8,6165,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,1631,0.45305555555555554,B9,6001,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,1631,0.45305555555555554,B10,5747,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,1631,0.45305555555555554,B11,5421,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,1631,0.45305555555555554,B12,4981,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,1631,0.45305555555555554,C8,6239,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,1631,0.45305555555555554,C9,6040,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,1631,0.45305555555555554,C10,5729,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,1631,0.45305555555555554,C11,5400,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,1631,0.45305555555555554,C12,4931,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,1691,0.4697222222222222,A8,6143,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,1691,0.4697222222222222,A9,5892,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,1691,0.4697222222222222,A10,5639,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,1691,0.4697222222222222,A11,5293,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,1691,0.4697222222222222,A12,4884,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,1691,0.4697222222222222,B8,6147,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,1691,0.4697222222222222,B9,5977,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,1691,0.4697222222222222,B10,5716,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,1691,0.4697222222222222,B11,5372,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,1691,0.4697222222222222,B12,4961,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,1691,0.4697222222222222,C8,6221,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,1691,0.4697222222222222,C9,5999,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,1691,0.4697222222222222,C10,5695,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,1691,0.4697222222222222,C11,5353,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,1691,0.4697222222222222,C12,4886,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,1751,0.48638888888888887,A8,6135,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,1751,0.48638888888888887,A9,5876,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,1751,0.48638888888888887,A10,5595,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,1751,0.48638888888888887,A11,5237,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,1751,0.48638888888888887,A12,4833,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,1751,0.48638888888888887,B8,6118,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,1751,0.48638888888888887,B9,5968,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,1751,0.48638888888888887,B10,5668,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,1751,0.48638888888888887,B11,5353,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,1751,0.48638888888888887,B12,4927,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,1751,0.48638888888888887,C8,6169,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,1751,0.48638888888888887,C9,5983,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,1751,0.48638888888888887,C10,5641,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,1751,0.48638888888888887,C11,5306,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,1751,0.48638888888888887,C12,4873,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,1811,0.5030555555555556,A8,6112,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,1811,0.5030555555555556,A9,5838,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,1811,0.5030555555555556,A10,5568,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,1811,0.5030555555555556,A11,5224,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,1811,0.5030555555555556,A12,4812,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,1811,0.5030555555555556,B8,6120,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,1811,0.5030555555555556,B9,5937,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,1811,0.5030555555555556,B10,5659,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,1811,0.5030555555555556,B11,5289,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,1811,0.5030555555555556,B12,4913,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,1811,0.5030555555555556,C8,6213,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,1811,0.5030555555555556,C9,5945,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,1811,0.5030555555555556,C10,5611,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,1811,0.5030555555555556,C11,5279,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,1811,0.5030555555555556,C12,4844,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,1871,0.5197222222222222,A8,6118,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,1871,0.5197222222222222,A9,5813,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,1871,0.5197222222222222,A10,5547,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,1871,0.5197222222222222,A11,5196,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,1871,0.5197222222222222,A12,4786,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,1871,0.5197222222222222,B8,6096,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,1871,0.5197222222222222,B9,5921,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,1871,0.5197222222222222,B10,5624,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,1871,0.5197222222222222,B11,5269,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,1871,0.5197222222222222,B12,4865,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,1871,0.5197222222222222,C8,6193,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,1871,0.5197222222222222,C9,5919,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,1871,0.5197222222222222,C10,5579,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,1871,0.5197222222222222,C11,5244,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,1871,0.5197222222222222,C12,4799,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,1931,0.5363888888888889,A8,6110,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,1931,0.5363888888888889,A9,5802,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,1931,0.5363888888888889,A10,5526,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,1931,0.5363888888888889,A11,5176,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,1931,0.5363888888888889,A12,4769,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,1931,0.5363888888888889,B8,6091,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,1931,0.5363888888888889,B9,5895,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,1931,0.5363888888888889,B10,5592,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,1931,0.5363888888888889,B11,5238,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,1931,0.5363888888888889,B12,4852,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,1931,0.5363888888888889,C8,6192,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,1931,0.5363888888888889,C9,5924,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,1931,0.5363888888888889,C10,5557,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,1931,0.5363888888888889,C11,5217,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,1931,0.5363888888888889,C12,4776,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,1991,0.5530555555555555,A8,6103,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,1991,0.5530555555555555,A9,5779,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,1991,0.5530555555555555,A10,5503,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,1991,0.5530555555555555,A11,5145,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
