,well,strain,sal,las,iptg,chlor,cole1,rep,plate,channel,measurement
16070,K2,split pir 2x bxb1,10,0.01,10,-,kan,3,2,mScarlet,1491.0
16074,K2,split pir 2x bxb1,10,0.01,10,-,kan,3,3,mScarlet,799.0
16078,K2,split pir 2x bxb1,10,0.01,10,-,kan,3,4,mScarlet,739.0
16082,K2,split pir 2x bxb1,10,0.01,10,-,kan,3,5,mScarlet,977.0
16086,K2,split pir 2x bxb1,10,0.01,10,-,kan,3,6,mScarlet,654.0
16090,K2,split pir 2x bxb1,10,0.01,10,-,kan,3,7,mScarlet,731.0
16094,K2,split pir 2x bxb1,10,0.01,10,-,kan,3,8,mScarlet,733.0
16098,K2,split pir 2x bxb1,10,0.01,10,-,kan,3,9,mScarlet,676.5
16102,K2,split pir 2x bxb1,10,0.01,10,-,kan,3,10,mScarlet,447.0
16106,K2,split pir 2x bxb1,10,0.01,10,-,kan,3,11,mScarlet,359.5
16110,K2,split pir 2x bxb1,10,0.01,10,-,kan,3,12,mScarlet,426.0
16114,K2,split pir 2x bxb1,10,0.01,10,-,kan,3,13,mScarlet,317.0
16118,K2,split pir 2x bxb1,10,0.01,10,-,kan,3,14,mScarlet,219.5
16122,K2,split pir 2x bxb1,10,0.01,10,-,kan,3,15,mScarlet,212.5
16126,K2,split pir 2x bxb1,10,0.01,10,-,kan,3,16,mScarlet,101.0
16130,K20,split pir 2x bxb1,10,0.01,50,+,kan,3,1,mScarlet,721.0
16134,K20,split pir 2x bxb1,10,0.01,50,+,kan,3,2,mScarlet,730.0
16138,K20,split pir 2x bxb1,10,0.01,50,+,kan,3,3,mScarlet,642.5
16142,K20,split pir 2x bxb1,10,0.01,50,+,kan,3,4,mScarlet,414.5
16146,K20,split pir 2x bxb1,10,0.01,50,+,kan,3,5,mScarlet,742.5
16150,K20,split pir 2x bxb1,10,0.01,50,+,kan,3,6,mScarlet,537.5
16154,K20,split pir 2x bxb1,10,0.01,50,+,kan,3,7,mScarlet,739.0
16158,K20,split pir 2x bxb1,10,0.01,50,+,kan,3,8,mScarlet,842.0
16162,K20,split pir 2x bxb1,10,0.01,50,+,kan,3,9,mScarlet,586.0
16166,K20,split pir 2x bxb1,10,0.01,50,+,kan,3,10,mScarlet,418.0
16170,K20,split pir 2x bxb1,10,0.01,50,+,kan,3,11,mScarlet,563.5
16174,K20,split pir 2x bxb1,10,0.01,50,+,kan,3,12,mScarlet,692.0
16178,K20,split pir 2x bxb1,10,0.01,50,+,kan,3,13,mScarlet,484.0
16182,K20,split pir 2x bxb1,10,0.01,50,+,kan,3,14,mScarlet,433.5
16186,K20,split pir 2x bxb1,10,0.01,50,+,kan,3,15,mScarlet,353.0
16190,K20,split pir 2x bxb1,10,0.01,50,+,kan,3,16,mScarlet,305.0
16194,K21,split pir 2x bxb1,15,0.01,10,+,carb,3,1,mScarlet,480.0
16198,K21,split pir 2x bxb1,15,0.01,10,+,carb,3,2,mScarlet,383.0
16202,K21,split pir 2x bxb1,15,0.01,10,+,carb,3,3,mScarlet,242.5
16206,K21,split pir 2x bxb1,15,0.01,10,+,carb,3,4,mScarlet,315.0
16210,K21,split pir 2x bxb1,15,0.01,10,+,carb,3,5,mScarlet,627.5
16214,K21,split pir 2x bxb1,15,0.01,10,+,carb,3,6,mScarlet,425.0
16218,K21,split pir 2x bxb1,15,0.01,10,+,carb,3,7,mScarlet,423.0
16222,K21,split pir 2x bxb1,15,0.01,10,+,carb,3,8,mScarlet,591.0
16226,K21,split pir 2x bxb1,15,0.01,10,+,carb,3,9,mScarlet,889.5
16230,K21,split pir 2x bxb1,15,0.01,10,+,carb,3,10,mScarlet,987.5
16234,K21,split pir 2x bxb1,15,0.01,10,+,carb,3,11,mScarlet,1572.5
16238,K21,split pir 2x bxb1,15,0.01,10,+,carb,3,12,mScarlet,1774.0
16242,K21,split pir 2x bxb1,15,0.01,10,+,carb,3,13,mScarlet,1866.5
16246,K21,split pir 2x bxb1,15,0.01,10,+,carb,3,14,mScarlet,1696.0
16250,K21,split pir 2x bxb1,15,0.01,10,+,carb,3,15,mScarlet,1466.5
16254,K21,split pir 2x bxb1,15,0.01,10,+,carb,3,16,mScarlet,1201.0
16258,K22,split pir 2x bxb1,15,0.01,10,+,kan,3,1,mScarlet,569.5
16262,K22,split pir 2x bxb1,15,0.01,10,+,kan,3,2,mScarlet,447.0
16266,K22,split pir 2x bxb1,15,0.01,10,+,kan,3,3,mScarlet,362.0
16270,K22,split pir 2x bxb1,15,0.01,10,+,kan,3,4,mScarlet,216.0
16274,K22,split pir 2x bxb1,15,0.01,10,+,kan,3,5,mScarlet,331.0
16278,K22,split pir 2x bxb1,15,0.01,10,+,kan,3,6,mScarlet,258.0
16282,K22,split pir 2x bxb1,15,0.01,10,+,kan,3,7,mScarlet,393.5
16286,K22,split pir 2x bxb1,15,0.01,10,+,kan,3,8,mScarlet,489.0
16290,K22,split pir 2x bxb1,15,0.01,10,+,kan,3,9,mScarlet,411.5
16294,K22,split pir 2x bxb1,15,0.01,10,+,kan,3,10,mScarlet,297.5
16298,K22,split pir 2x bxb1,15,0.01,10,+,kan,3,11,mScarlet,343.0
16302,K22,split pir 2x bxb1,15,0.01,10,+,kan,3,12,mScarlet,444.0
16306,K22,split pir 2x bxb1,15,0.01,10,+,kan,3,13,mScarlet,446.5
16310,K22,split pir 2x bxb1,15,0.01,10,+,kan,3,14,mScarlet,306.0
16314,K22,split pir 2x bxb1,15,0.01,10,+,kan,3,15,mScarlet,334.5
16318,K22,split pir 2x bxb1,15,0.01,10,+,kan,3,16,mScarlet,348.5
16322,K23,split pir 2x bxb1,15,0.01,50,+,carb,3,1,mScarlet,460.5
16326,K23,split pir 2x bxb1,15,0.01,50,+,carb,3,2,mScarlet,553.0
16330,K23,split pir 2x bxb1,15,0.01,50,+,carb,3,3,mScarlet,482.5
16334,K23,split pir 2x bxb1,15,0.01,50,+,carb,3,4,mScarlet,528.5
16338,K23,split pir 2x bxb1,15,0.01,50,+,carb,3,5,mScarlet,955.0
16342,K23,split pir 2x bxb1,15,0.01,50,+,carb,3,6,mScarlet,597.5
16346,K23,split pir 2x bxb1,15,0.01,50,+,carb,3,7,mScarlet,544.0
16350,K23,split pir 2x bxb1,15,0.01,50,+,carb,3,8,mScarlet,624.5
16354,K23,split pir 2x bxb1,15,0.01,50,+,carb,3,9,mScarlet,668.0
16358,K23,split pir 2x bxb1,15,0.01,50,+,carb,3,10,mScarlet,600.0
16362,K23,split pir 2x bxb1,15,0.01,50,+,carb,3,11,mScarlet,1080.5
16366,K23,split pir 2x bxb1,15,0.01,50,+,carb,3,12,mScarlet,1335.0
16370,K23,split pir 2x bxb1,15,0.01,50,+,carb,3,13,mScarlet,1376.5
16374,K23,split pir 2x bxb1,15,0.01,50,+,carb,3,14,mScarlet,1376.5
16378,K23,split pir 2x bxb1,15,0.01,50,+,carb,3,15,mScarlet,1394.0
16382,K23,split pir 2x bxb1,15,0.01,50,+,carb,3,16,mScarlet,1147.5
16386,K24,split pir 2x bxb1,15,0.01,50,+,kan,3,1,mScarlet,525.5
16390,K24,split pir 2x bxb1,15,0.01,50,+,kan,3,2,mScarlet,477.0
16394,K24,split pir 2x bxb1,15,0.01,50,+,kan,3,3,mScarlet,302.5
16398,K24,split pir 2x bxb1,15,0.01,50,+,kan,3,4,mScarlet,213.0
16402,K24,split pir 2x bxb1,15,0.01,50,+,kan,3,5,mScarlet,378.5
16406,K24,split pir 2x bxb1,15,0.01,50,+,kan,3,6,mScarlet,324.0
16410,K24,split pir 2x bxb1,15,0.01,50,+,kan,3,7,mScarlet,462.5
16414,K24,split pir 2x bxb1,15,0.01,50,+,kan,3,8,mScarlet,490.5
16418,K24,split pir 2x bxb1,15,0.01,50,+,kan,3,9,mScarlet,400.5
16422,K24,split pir 2x bxb1,15,0.01,50,+,kan,3,10,mScarlet,286.0
16426,K24,split pir 2x bxb1,15,0.01,50,+,kan,3,11,mScarlet,317.5
16430,K24,split pir 2x bxb1,15,0.01,50,+,kan,3,12,mScarlet,393.5
16434,K24,split pir 2x bxb1,15,0.01,50,+,kan,3,13,mScarlet,361.5
16438,K24,split pir 2x bxb1,15,0.01,50,+,kan,3,14,mScarlet,304.0
16442,K24,split pir 2x bxb1,15,0.01,50,+,kan,3,15,mScarlet,345.0
16446,K24,split pir 2x bxb1,15,0.01,50,+,kan,3,16,mScarlet,230.0
16450,K3,split pir 2x bxb1,10,0.01,50,-,carb,3,1,mScarlet,1436.5
16454,K3,split pir 2x bxb1,10,0.01,50,-,carb,3,2,mScarlet,1250.0
16458,K3,split pir 2x bxb1,10,0.01,50,-,carb,3,3,mScarlet,962.5
16462,K3,split pir 2x bxb1,10,0.01,50,-,carb,3,4,mScarlet,894.0
16466,K3,split pir 2x bxb1,10,0.01,50,-,carb,3,5,mScarlet,1328.0
16470,K3,split pir 2x bxb1,10,0.01,50,-,carb,3,6,mScarlet,784.5
16474,K3,split pir 2x bxb1,10,0.01,50,-,carb,3,7,mScarlet,826.5
16478,K3,split pir 2x bxb1,10,0.01,50,-,carb,3,8,mScarlet,600.0
16482,K3,split pir 2x bxb1,10,0.01,50,-,carb,3,9,mScarlet,438.5
16486,K3,split pir 2x bxb1,10,0.01,50,-,carb,3,10,mScarlet,213.0
16490,K3,split pir 2x bxb1,10,0.01,50,-,carb,3,11,mScarlet,121.0
16494,K3,split pir 2x bxb1,10,0.01,50,-,carb,3,12,mScarlet,103.5
16498,K3,split pir 2x bxb1,10,0.01,50,-,carb,3,13,mScarlet,62.0
16502,K3,split pir 2x bxb1,10,0.01,50,-,carb,3,14,mScarlet,34.0
16506,K3,split pir 2x bxb1,10,0.01,50,-,carb,3,15,mScarlet,16.5
16510,K3,split pir 2x bxb1,10,0.01,50,-,carb,3,16,mScarlet,8.0
16514,K4,split pir 2x bxb1,10,0.01,50,-,kan,3,1,mScarlet,1227.5
16518,K4,split pir 2x bxb1,10,0.01,50,-,kan,3,2,mScarlet,1531.0
16522,K4,split pir 2x bxb1,10,0.01,50,-,kan,3,3,mScarlet,739.0
16526,K4,split pir 2x bxb1,10,0.01,50,-,kan,3,4,mScarlet,733.5
16530,K4,split pir 2x bxb1,10,0.01,50,-,kan,3,5,mScarlet,1105.5
16534,K4,split pir 2x bxb1,10,0.01,50,-,kan,3,6,mScarlet,631.0
16538,K4,split pir 2x bxb1,10,0.01,50,-,kan,3,7,mScarlet,744.0
16542,K4,split pir 2x bxb1,10,0.01,50,-,kan,3,8,mScarlet,692.5
16546,K4,split pir 2x bxb1,10,0.01,50,-,kan,3,9,mScarlet,625.0
16550,K4,split pir 2x bxb1,10,0.01,50,-,kan,3,10,mScarlet,414.5
16554,K4,split pir 2x bxb1,10,0.01,50,-,kan,3,11,mScarlet,313.5
16558,K4,split pir 2x bxb1,10,0.01,50,-,kan,3,12,mScarlet,310.0
16562,K4,split pir 2x bxb1,10,0.01,50,-,kan,3,13,mScarlet,246.5
16566,K4,split pir 2x bxb1,10,0.01,50,-,kan,3,14,mScarlet,173.5
16570,K4,split pir 2x bxb1,10,0.01,50,-,kan,3,15,mScarlet,125.0
16574,K4,split pir 2x bxb1,10,0.01,50,-,kan,3,16,mScarlet,105.0
16578,K5,split pir 2x bxb1,15,0.01,10,-,carb,3,1,mScarlet,733.5
16582,K5,split pir 2x bxb1,15,0.01,10,-,carb,3,2,mScarlet,340.5
16586,K5,split pir 2x bxb1,15,0.01,10,-,carb,3,3,mScarlet,147.5
16590,K5,split pir 2x bxb1,15,0.01,10,-,carb,3,4,mScarlet,132.5
16594,K5,split pir 2x bxb1,15,0.01,10,-,carb,3,5,mScarlet,187.0
16598,K5,split pir 2x bxb1,15,0.01,10,-,carb,3,6,mScarlet,105.0
16602,K5,split pir 2x bxb1,15,0.01,10,-,carb,3,7,mScarlet,70.0
16606,K5,split pir 2x bxb1,15,0.01,10,-,carb,3,8,mScarlet,32.5
16610,K5,split pir 2x bxb1,15,0.01,10,-,carb,3,9,mScarlet,19.0
16614,K5,split pir 2x bxb1,15,0.01,10,-,carb,3,10,mScarlet,7.0
16618,K5,split pir 2x bxb1,15,0.01,10,-,carb,3,11,mScarlet,28.5
16622,K5,split pir 2x bxb1,15,0.01,10,-,carb,3,12,mScarlet,143.0
16626,K5,split pir 2x bxb1,15,0.01,10,-,carb,3,13,mScarlet,144.5
16630,K5,split pir 2x bxb1,15,0.01,10,-,carb,3,14,mScarlet,106.0
16634,K5,split pir 2x bxb1,15,0.01,10,-,carb,3,15,mScarlet,89.0
16638,K5,split pir 2x bxb1,15,0.01,10,-,carb,3,16,mScarlet,48.5
16642,K6,split pir 2x bxb1,15,0.01,10,-,kan,3,1,mScarlet,811.0
16646,K6,split pir 2x bxb1,15,0.01,10,-,kan,3,2,mScarlet,744.5
16650,K6,split pir 2x bxb1,15,0.01,10,-,kan,3,3,mScarlet,349.0
16654,K6,split pir 2x bxb1,15,0.01,10,-,kan,3,4,mScarlet,257.0
16658,K6,split pir 2x bxb1,15,0.01,10,-,kan,3,5,mScarlet,394.0
16662,K6,split pir 2x bxb1,15,0.01,10,-,kan,3,6,mScarlet,241.5
16666,K6,split pir 2x bxb1,15,0.01,10,-,kan,3,7,mScarlet,283.0
16670,K6,split pir 2x bxb1,15,0.01,10,-,kan,3,8,mScarlet,264.0
16674,K6,split pir 2x bxb1,15,0.01,10,-,kan,3,9,mScarlet,214.0
16678,K6,split pir 2x bxb1,15,0.01,10,-,kan,3,10,mScarlet,97.5
16682,K6,split pir 2x bxb1,15,0.01,10,-,kan,3,11,mScarlet,109.5
16686,K6,split pir 2x bxb1,15,0.01,10,-,kan,3,12,mScarlet,87.5
16690,K6,split pir 2x bxb1,15,0.01,10,-,kan,3,13,mScarlet,51.0
16694,K6,split pir 2x bxb1,15,0.01,10,-,kan,3,14,mScarlet,55.0
16698,K6,split pir 2x bxb1,15,0.01,10,-,kan,3,15,mScarlet,34.0
16702,K6,split pir 2x bxb1,15,0.01,10,-,kan,3,16,mScarlet,25.5
16706,K7,split pir 2x bxb1,15,0.01,50,-,carb,3,1,mScarlet,644.5
16710,K7,split pir 2x bxb1,15,0.01,50,-,carb,3,2,mScarlet,365.0
16714,K7,split pir 2x bxb1,15,0.01,50,-,carb,3,3,mScarlet,171.5
16718,K7,split pir 2x bxb1,15,0.01,50,-,carb,3,4,mScarlet,101.0
16722,K7,split pir 2x bxb1,15,0.01,50,-,carb,3,5,mScarlet,45.0
16726,K7,split pir 2x bxb1,15,0.01,50,-,carb,3,6,mScarlet,9.5
16730,K7,split pir 2x bxb1,15,0.01,50,-,carb,3,7,mScarlet,9.0
16734,K7,split pir 2x bxb1,15,0.01,50,-,carb,3,8,mScarlet,18.5
16738,K7,split pir 2x bxb1,15,0.01,50,-,carb,3,9,mScarlet,33.5
16742,K7,split pir 2x bxb1,15,0.01,50,-,carb,3,10,mScarlet,71.0
16746,K7,split pir 2x bxb1,15,0.01,50,-,carb,3,11,mScarlet,398.0
16750,K7,split pir 2x bxb1,15,0.01,50,-,carb,3,12,mScarlet,536.5
16754,K7,split pir 2x bxb1,15,0.01,50,-,carb,3,13,mScarlet,501.0
16758,K7,split pir 2x bxb1,15,0.01,50,-,carb,3,14,mScarlet,580.0
16762,K7,split pir 2x bxb1,15,0.01,50,-,carb,3,15,mScarlet,450.5
16766,K7,split pir 2x bxb1,15,0.01,50,-,carb,3,16,mScarlet,408.5
16770,K8,split pir 2x bxb1,15,0.01,50,-,kan,3,1,mScarlet,768.5
16774,K8,split pir 2x bxb1,15,0.01,50,-,kan,3,2,mScarlet,806.5
16778,K8,split pir 2x bxb1,15,0.01,50,-,kan,3,3,mScarlet,340.5
16782,K8,split pir 2x bxb1,15,0.01,50,-,kan,3,4,mScarlet,265.5
16786,K8,split pir 2x bxb1,15,0.01,50,-,kan,3,5,mScarlet,405.5
16790,K8,split pir 2x bxb1,15,0.01,50,-,kan,3,6,mScarlet,241.5
16794,K8,split pir 2x bxb1,15,0.01,50,-,kan,3,7,mScarlet,296.0
16798,K8,split pir 2x bxb1,15,0.01,50,-,kan,3,8,mScarlet,274.5
16802,K8,split pir 2x bxb1,15,0.01,50,-,kan,3,9,mScarlet,192.0
16806,K8,split pir 2x bxb1,15,0.01,50,-,kan,3,10,mScarlet,99.5
16810,K8,split pir 2x bxb1,15,0.01,50,-,kan,3,11,mScarlet,101.5
16814,K8,split pir 2x bxb1,15,0.01,50,-,kan,3,12,mScarlet,87.0
16818,K8,split pir 2x bxb1,15,0.01,50,-,kan,3,13,mScarlet,76.5
16822,K8,split pir 2x bxb1,15,0.01,50,-,kan,3,14,mScarlet,106.5
16826,K8,split pir 2x bxb1,15,0.01,50,-,kan,3,15,mScarlet,74.0
16830,K8,split pir 2x bxb1,15,0.01,50,-,kan,3,16,mScarlet,67.0
16834,K9,split pir 2x bxb1,20,0.01,10,-,carb,3,1,mScarlet,323.0
16838,K9,split pir 2x bxb1,20,0.01,10,-,carb,3,2,mScarlet,199.5
16842,K9,split pir 2x bxb1,20,0.01,10,-,carb,3,3,mScarlet,14.0
16846,K9,split pir 2x bxb1,20,0.01,10,-,carb,3,4,mScarlet,2.5
16850,K9,split pir 2x bxb1,20,0.01,10,-,carb,3,5,mScarlet,0.5
16854,K9,split pir 2x bxb1,20,0.01,10,-,carb,3,6,mScarlet,3.5
16858,K9,split pir 2x bxb1,20,0.01,10,-,carb,3,7,mScarlet,2.0
16862,K9,split pir 2x bxb1,20,0.01,10,-,carb,3,8,mScarlet,0.5
16866,K9,split pir 2x bxb1,20,0.01,10,-,carb,3,9,mScarlet,2.5
16870,K9,split pir 2x bxb1,20,0.01,10,-,carb,3,10,mScarlet,3.0
16874,K9,split pir 2x bxb1,20,0.01,10,-,carb,3,11,mScarlet,0.5
16878,K9,split pir 2x bxb1,20,0.01,10,-,carb,3,12,mScarlet,2.5
16882,K9,split pir 2x bxb1,20,0.01,10,-,carb,3,13,mScarlet,1.0
16886,K9,split pir 2x bxb1,20,0.01,10,-,carb,3,14,mScarlet,1.0
16890,K9,split pir 2x bxb1,20,0.01,10,-,carb,3,15,mScarlet,2.0
16894,K9,split pir 2x bxb1,20,0.01,10,-,carb,3,16,mScarlet,2.5
16898,L1,split pir 2x bxb1,10,0.01,10,-,carb,4,1,mScarlet,1616.0
16902,L1,split pir 2x bxb1,10,0.01,10,-,carb,4,2,mScarlet,1325.0
16906,L1,split pir 2x bxb1,10,0.01,10,-,carb,4,3,mScarlet,1019.5
16910,L1,split pir 2x bxb1,10,0.01,10,-,carb,4,4,mScarlet,1026.0
16914,L1,split pir 2x bxb1,10,0.01,10,-,carb,4,5,mScarlet,1646.0
16918,L1,split pir 2x bxb1,10,0.01,10,-,carb,4,6,mScarlet,1024.5
16922,L1,split pir 2x bxb1,10,0.01,10,-,carb,4,7,mScarlet,1264.5
16926,L1,split pir 2x bxb1,10,0.01,10,-,carb,4,8,mScarlet,1026.0
16930,L1,split pir 2x bxb1,10,0.01,10,-,carb,4,9,mScarlet,1107.5
16934,L1,split pir 2x bxb1,10,0.01,10,-,carb,4,10,mScarlet,647.0
16938,L1,split pir 2x bxb1,10,0.01,10,-,carb,4,11,mScarlet,357.0
16942,L1,split pir 2x bxb1,10,0.01,10,-,carb,4,12,mScarlet,325.5
16946,L1,split pir 2x bxb1,10,0.01,10,-,carb,4,13,mScarlet,242.5
16950,L1,split pir 2x bxb1,10,0.01,10,-,carb,4,14,mScarlet,155.5
16954,L1,split pir 2x bxb1,10,0.01,10,-,carb,4,15,mScarlet,103.5
16958,L1,split pir 2x bxb1,10,0.01,10,-,carb,4,16,mScarlet,55.5
16962,L10,split pir 2x bxb1,20,0.01,10,-,kan,4,1,mScarlet,197.5
16966,L10,split pir 2x bxb1,20,0.01,10,-,kan,4,2,mScarlet,153.0
16970,L10,split pir 2x bxb1,20,0.01,10,-,kan,4,3,mScarlet,50.5
16974,L10,split pir 2x bxb1,20,0.01,10,-,kan,4,4,mScarlet,33.0
16978,L10,split pir 2x bxb1,20,0.01,10,-,kan,4,5,mScarlet,42.0
16982,L10,split pir 2x bxb1,20,0.01,10,-,kan,4,6,mScarlet,55.0
16986,L10,split pir 2x bxb1,20,0.01,10,-,kan,4,7,mScarlet,128.0
16990,L10,split pir 2x bxb1,20,0.01,10,-,kan,4,8,mScarlet,171.0
16994,L10,split pir 2x bxb1,20,0.01,10,-,kan,4,9,mScarlet,157.5
16998,L10,split pir 2x bxb1,20,0.01,10,-,kan,4,10,mScarlet,105.5
17002,L10,split pir 2x bxb1,20,0.01,10,-,kan,4,11,mScarlet,100.5
17006,L10,split pir 2x bxb1,20,0.01,10,-,kan,4,12,mScarlet,98.0
17010,L10,split pir 2x bxb1,20,0.01,10,-,kan,4,13,mScarlet,69.0
17014,L10,split pir 2x bxb1,20,0.01,10,-,kan,4,14,mScarlet,48.5
17018,L10,split pir 2x bxb1,20,0.01,10,-,kan,4,15,mScarlet,35.0
17022,L10,split pir 2x bxb1,20,0.01,10,-,kan,4,16,mScarlet,26.5
17026,L11,split pir 2x bxb1,20,0.01,50,-,carb,4,1,mScarlet,357.5
17030,L11,split pir 2x bxb1,20,0.01,50,-,carb,4,2,mScarlet,49.0
17034,L11,split pir 2x bxb1,20,0.01,50,-,carb,4,3,mScarlet,6.0
17038,L11,split pir 2x bxb1,20,0.01,50,-,carb,4,4,mScarlet,3.5
17042,L11,split pir 2x bxb1,20,0.01,50,-,carb,4,5,mScarlet,3.0
17046,L11,split pir 2x bxb1,20,0.01,50,-,carb,4,6,mScarlet,3.5
17050,L11,split pir 2x bxb1,20,0.01,50,-,carb,4,7,mScarlet,14.5
17054,L11,split pir 2x bxb1,20,0.01,50,-,carb,4,8,mScarlet,83.5
17058,L11,split pir 2x bxb1,20,0.01,50,-,carb,4,9,mScarlet,163.5
17062,L11,split pir 2x bxb1,20,0.01,50,-,carb,4,10,mScarlet,79.5
17066,L11,split pir 2x bxb1,20,0.01,50,-,carb,4,11,mScarlet,56.5
17070,L11,split pir 2x bxb1,20,0.01,50,-,carb,4,12,mScarlet,40.0
17074,L11,split pir 2x bxb1,20,0.01,50,-,carb,4,13,mScarlet,36.0
17078,L11,split pir 2x bxb1,20,0.01,50,-,carb,4,14,mScarlet,24.5
17082,L11,split pir 2x bxb1,20,0.01,50,-,carb,4,15,mScarlet,21.5
17086,L11,split pir 2x bxb1,20,0.01,50,-,carb,4,16,mScarlet,14.5
17090,L12,split pir 2x bxb1,20,0.01,50,-,kan,4,1,mScarlet,265.5
17094,L12,split pir 2x bxb1,20,0.01,50,-,kan,4,2,mScarlet,234.0
17098,L12,split pir 2x bxb1,20,0.01,50,-,kan,4,3,mScarlet,65.5
17102,L12,split pir 2x bxb1,20,0.01,50,-,kan,4,4,mScarlet,36.0
17106,L12,split pir 2x bxb1,20,0.01,50,-,kan,4,5,mScarlet,62.5
17110,L12,split pir 2x bxb1,20,0.01,50,-,kan,4,6,mScarlet,53.5
17114,L12,split pir 2x bxb1,20,0.01,50,-,kan,4,7,mScarlet,127.5
17118,L12,split pir 2x bxb1,20,0.01,50,-,kan,4,8,mScarlet,138.5
17122,L12,split pir 2x bxb1,20,0.01,50,-,kan,4,9,mScarlet,124.0
17126,L12,split pir 2x bxb1,20,0.01,50,-,kan,4,10,mScarlet,54.5
17130,L12,split pir 2x bxb1,20,0.01,50,-,kan,4,11,mScarlet,48.5
17134,L12,split pir 2x bxb1,20,0.01,50,-,kan,4,12,mScarlet,32.0
17138,L12,split pir 2x bxb1,20,0.01,50,-,kan,4,13,mScarlet,25.0
17142,L12,split pir 2x bxb1,20,0.01,50,-,kan,4,14,mScarlet,15.5
17146,L12,split pir 2x bxb1,20,0.01,50,-,kan,4,15,mScarlet,12.5
17150,L12,split pir 2x bxb1,20,0.01,50,-,kan,4,16,mScarlet,8.0
17154,L13,split pir 2x bxb1,30,0.01,10,-,carb,4,1,mScarlet,227.5
17158,L13,split pir 2x bxb1,30,0.01,10,-,carb,4,2,mScarlet,41.0
17162,L13,split pir 2x bxb1,30,0.01,10,-,carb,4,3,mScarlet,4.5
17166,L13,split pir 2x bxb1,30,0.01,10,-,carb,4,4,mScarlet,2.0
17170,L13,split pir 2x bxb1,30,0.01,10,-,carb,4,5,mScarlet,1.5
17174,L13,split pir 2x bxb1,30,0.01,10,-,carb,4,6,mScarlet,1.5
17178,L13,split pir 2x bxb1,30,0.01,10,-,carb,4,7,mScarlet,4.0
17182,L13,split pir 2x bxb1,30,0.01,10,-,carb,4,8,mScarlet,1.0
17186,L13,split pir 2x bxb1,30,0.01,10,-,carb,4,9,mScarlet,1.0
17190,L13,split pir 2x bxb1,30,0.01,10,-,carb,4,10,mScarlet,4.0
17194,L13,split pir 2x bxb1,30,0.01,10,-,carb,4,11,mScarlet,4.5
17198,L13,split pir 2x bxb1,30,0.01,10,-,carb,4,12,mScarlet,0.5
17202,L13,split pir 2x bxb1,30,0.01,10,-,carb,4,13,mScarlet,0.5
17206,L13,split pir 2x bxb1,30,0.01,10,-,carb,4,14,mScarlet,1.5
17210,L13,split pir 2x bxb1,30,0.01,10,-,carb,4,15,mScarlet,2.0
17214,L13,split pir 2x bxb1,30,0.01,10,-,carb,4,16,mScarlet,3.0
17218,L14,split pir 2x bxb1,30,0.01,10,-,kan,4,1,mScarlet,160.5
17222,L14,split pir 2x bxb1,30,0.01,10,-,kan,4,2,mScarlet,28.0
17226,L14,split pir 2x bxb1,30,0.01,10,-,kan,4,3,mScarlet,5.5
17230,L14,split pir 2x bxb1,30,0.01,10,-,kan,4,4,mScarlet,2.0
17234,L14,split pir 2x bxb1,30,0.01,10,-,kan,4,5,mScarlet,4.5
17238,L14,split pir 2x bxb1,30,0.01,10,-,kan,4,6,mScarlet,3.5
17242,L14,split pir 2x bxb1,30,0.01,10,-,kan,4,7,mScarlet,2.0
17246,L14,split pir 2x bxb1,30,0.01,10,-,kan,4,8,mScarlet,4.0
17250,L14,split pir 2x bxb1,30,0.01,10,-,kan,4,9,mScarlet,1.5
17254,L14,split pir 2x bxb1,30,0.01,10,-,kan,4,10,mScarlet,1.0
17258,L14,split pir 2x bxb1,30,0.01,10,-,kan,4,11,mScarlet,3.5
17262,L14,split pir 2x bxb1,30,0.01,10,-,kan,4,12,mScarlet,4.0
17266,L14,split pir 2x bxb1,30,0.01,10,-,kan,4,13,mScarlet,4.5
17270,L14,split pir 2x bxb1,30,0.01,10,-,kan,4,14,mScarlet,0.5
17274,L14,split pir 2x bxb1,30,0.01,10,-,kan,4,15,mScarlet,0.5
17278,L14,split pir 2x bxb1,30,0.01,10,-,kan,4,16,mScarlet,1.0
17282,L15,split pir 2x bxb1,30,0.01,50,-,carb,4,1,mScarlet,273.5
17286,L15,split pir 2x bxb1,30,0.01,50,-,carb,4,2,mScarlet,22.0
17290,L15,split pir 2x bxb1,30,0.01,50,-,carb,4,3,mScarlet,3.0
17294,L15,split pir 2x bxb1,30,0.01,50,-,carb,4,4,mScarlet,1.0
17298,L15,split pir 2x bxb1,30,0.01,50,-,carb,4,5,mScarlet,4.5
17302,L15,split pir 2x bxb1,30,0.01,50,-,carb,4,6,mScarlet,2.0
17306,L15,split pir 2x bxb1,30,0.01,50,-,carb,4,7,mScarlet,2.5
17310,L15,split pir 2x bxb1,30,0.01,50,-,carb,4,8,mScarlet,2.5
17314,L15,split pir 2x bxb1,30,0.01,50,-,carb,4,9,mScarlet,3.0
17318,L15,split pir 2x bxb1,30,0.01,50,-,carb,4,10,mScarlet,2.5
17322,L15,split pir 2x bxb1,30,0.01,50,-,carb,4,11,mScarlet,4.0
17326,L15,split pir 2x bxb1,30,0.01,50,-,carb,4,12,mScarlet,1.5
17330,L15,split pir 2x bxb1,30,0.01,50,-,carb,4,13,mScarlet,2.0
