,strain,sal,las,iptg,chlor,cole1,plate,measurement,std
1027,split pir 2x bxb1,30,0.01,10,+,carb,4,147.1875,238.04575453051038
1028,split pir 2x bxb1,30,0.01,10,+,carb,5,1859.6875,1235.042478665063
1029,split pir 2x bxb1,30,0.01,10,+,carb,6,2000.6875,709.9363119071215
1030,split pir 2x bxb1,30,0.01,10,+,carb,7,2794.75,1303.239123985201
1031,split pir 2x bxb1,30,0.01,10,+,carb,8,3133.0,1621.2227748567702
1032,split pir 2x bxb1,30,0.01,10,+,carb,9,3280.875,2079.9844393305307
1033,split pir 2x bxb1,30,0.01,10,+,carb,10,2669.5625,1436.3805314922645
1034,split pir 2x bxb1,30,0.01,10,+,carb,11,3186.875,1278.8778772814862
1035,split pir 2x bxb1,30,0.01,10,+,carb,12,3032.25,1193.2970232571126
1036,split pir 2x bxb1,30,0.01,10,+,carb,13,3551.75,1241.9811937844654
1037,split pir 2x bxb1,30,0.01,10,+,carb,14,3262.6875,1337.5341100456894
1038,split pir 2x bxb1,30,0.01,10,+,carb,15,3410.625,1507.996110027192
1039,split pir 2x bxb1,30,0.01,10,+,carb,16,1959.8125,883.4294351923563
1040,split pir 2x bxb1,30,0.01,10,+,kan,1,316.375,98.16958723119323
1041,split pir 2x bxb1,30,0.01,10,+,kan,2,47.375,18.228215961603514
1042,split pir 2x bxb1,30,0.01,10,+,kan,3,7.625,3.346106479391917
1043,split pir 2x bxb1,30,0.01,10,+,kan,4,192.1875,307.7241270892764
1044,split pir 2x bxb1,30,0.01,10,+,kan,5,1669.75,733.417879325481
1045,split pir 2x bxb1,30,0.01,10,+,kan,6,1431.8125,562.248288919457
1046,split pir 2x bxb1,30,0.01,10,+,kan,7,2883.0625,803.2725670432707
1047,split pir 2x bxb1,30,0.01,10,+,kan,8,2914.25,882.1298090417305
1048,split pir 2x bxb1,30,0.01,10,+,kan,9,3056.3125,887.4076586769868
1049,split pir 2x bxb1,30,0.01,10,+,kan,10,2446.875,988.1815821425303
1050,split pir 2x bxb1,30,0.01,10,+,kan,11,2478.4375,1006.7465434152588
1051,split pir 2x bxb1,30,0.01,10,+,kan,12,2433.4375,963.0816772030739
1052,split pir 2x bxb1,30,0.01,10,+,kan,13,1842.6875,668.7682674407588
1053,split pir 2x bxb1,30,0.01,10,+,kan,14,2249.1875,1049.65096026863
1054,split pir 2x bxb1,30,0.01,10,+,kan,15,2022.0,1121.7739459063425
1055,split pir 2x bxb1,30,0.01,10,+,kan,16,1888.6875,1132.2813865788207
1056,split pir 2x bxb1,30,0.01,10,-,carb,1,201.0625,57.55149092024338
1057,split pir 2x bxb1,30,0.01,10,-,carb,2,36.0625,13.173126052687723
1058,split pir 2x bxb1,30,0.01,10,-,carb,3,3.6875,0.7529703086538577
1059,split pir 2x bxb1,30,0.01,10,-,carb,4,2.0625,1.399936223037117
1060,split pir 2x bxb1,30,0.01,10,-,carb,5,2.0,2.0354009783964297
1061,split pir 2x bxb1,30,0.01,10,-,carb,6,2.375,1.4820352800890306
1062,split pir 2x bxb1,30,0.01,10,-,carb,7,2.9375,1.781602408748131
1063,split pir 2x bxb1,30,0.01,10,-,carb,8,1.5,0.8451542547285167
1064,split pir 2x bxb1,30,0.01,10,-,carb,9,2.6875,2.7766565197322173
1065,split pir 2x bxb1,30,0.01,10,-,carb,10,16.4375,37.81953151859121
1066,split pir 2x bxb1,30,0.01,10,-,carb,11,20.1875,49.24424368100586
1067,split pir 2x bxb1,30,0.01,10,-,carb,12,14.0625,33.52124859164493
1068,split pir 2x bxb1,30,0.01,10,-,carb,13,10.125,23.211373443699042
1069,split pir 2x bxb1,30,0.01,10,-,carb,14,7.375,15.624499991999745
1070,split pir 2x bxb1,30,0.01,10,-,carb,15,5.875,9.613049166924837
1071,split pir 2x bxb1,30,0.01,10,-,carb,16,4.0625,5.274179015326867
1072,split pir 2x bxb1,30,0.01,10,-,kan,1,323.3125,76.26267459061665
1073,split pir 2x bxb1,30,0.01,10,-,kan,2,61.3125,15.226709380934166
1074,split pir 2x bxb1,30,0.01,10,-,kan,3,11.4375,4.578189754539607
1075,split pir 2x bxb1,30,0.01,10,-,kan,4,4.8125,2.1370456910684634
1076,split pir 2x bxb1,30,0.01,10,-,kan,5,18.125,16.930002953337013
1077,split pir 2x bxb1,30,0.01,10,-,kan,6,19.1875,24.54432942948039
1078,split pir 2x bxb1,30,0.01,10,-,kan,7,27.0625,39.25870012766961
1079,split pir 2x bxb1,30,0.01,10,-,kan,8,19.25,29.070112290313375
1080,split pir 2x bxb1,30,0.01,10,-,kan,9,14.0625,23.25393591877052
1081,split pir 2x bxb1,30,0.01,10,-,kan,10,10.75,17.88854381999832
1082,split pir 2x bxb1,30,0.01,10,-,kan,11,9.9375,17.53656893465766
1083,split pir 2x bxb1,30,0.01,10,-,kan,12,8.625,14.79321755786366
1084,split pir 2x bxb1,30,0.01,10,-,kan,13,7.25,9.584213210125434
1085,split pir 2x bxb1,30,0.01,10,-,kan,14,5.0,7.146427679017577
1086,split pir 2x bxb1,30,0.01,10,-,kan,15,3.75,4.367084676466507
1087,split pir 2x bxb1,30,0.01,10,-,kan,16,2.3125,3.9273537073781806
1088,split pir 2x bxb1,30,0.01,50,+,carb,1,273.125,72.44788767501386
1089,split pir 2x bxb1,30,0.01,50,+,carb,2,66.625,34.167392559071786
1090,split pir 2x bxb1,30,0.01,50,+,carb,3,32.0,15.732132722552274
1091,split pir 2x bxb1,30,0.01,50,+,carb,4,106.1875,132.17384047966095
1092,split pir 2x bxb1,30,0.01,50,+,carb,5,1242.5625,1346.1427550465387
1093,split pir 2x bxb1,30,0.01,50,+,carb,6,1719.8125,1201.8915430478742
1094,split pir 2x bxb1,30,0.01,50,+,carb,7,2476.625,1260.5438098013774
1095,split pir 2x bxb1,30,0.01,50,+,carb,8,2555.8125,1305.2727940795694
1096,split pir 2x bxb1,30,0.01,50,+,carb,9,2634.125,1119.4227386725458
1097,split pir 2x bxb1,30,0.01,50,+,carb,10,1787.4375,724.4507001613606
1098,split pir 2x bxb1,30,0.01,50,+,carb,11,2086.6875,705.3309728418283
1099,split pir 2x bxb1,30,0.01,50,+,carb,12,2078.3125,686.4995545467289
1100,split pir 2x bxb1,30,0.01,50,+,carb,13,2245.3125,552.0419198303695
1101,split pir 2x bxb1,30,0.01,50,+,carb,14,2006.5,499.34971999305543
1102,split pir 2x bxb1,30,0.01,50,+,carb,15,1910.6875,466.6772314918064
1103,split pir 2x bxb1,30,0.01,50,+,carb,16,1070.125,347.35652228139975
1104,split pir 2x bxb1,30,0.01,50,+,kan,1,516.3125,151.92148759427397
1105,split pir 2x bxb1,30,0.01,50,+,kan,2,100.6875,55.5858007948073
1106,split pir 2x bxb1,30,0.01,50,+,kan,3,25.625,24.580407412641243
1107,split pir 2x bxb1,30,0.01,50,+,kan,4,112.125,135.7507563777928
1108,split pir 2x bxb1,30,0.01,50,+,kan,5,2362.25,1829.8706823941725
1109,split pir 2x bxb1,30,0.01,50,+,kan,6,2212.0,1188.2903084443872
1110,split pir 2x bxb1,30,0.01,50,+,kan,7,3751.25,1647.4879145448772
1111,split pir 2x bxb1,30,0.01,50,+,kan,8,3421.8125,1590.503984310364
1112,split pir 2x bxb1,30,0.01,50,+,kan,9,2954.5,1121.9772406655266
1113,split pir 2x bxb1,30,0.01,50,+,kan,10,2408.375,1107.5200659259278
1114,split pir 2x bxb1,30,0.01,50,+,kan,11,2368.25,1322.202869672967
1115,split pir 2x bxb1,30,0.01,50,+,kan,12,1978.375,685.1814540689203
1116,split pir 2x bxb1,30,0.01,50,+,kan,13,1871.9375,692.7446673249408
1117,split pir 2x bxb1,30,0.01,50,+,kan,14,1894.75,744.5302929652071
1118,split pir 2x bxb1,30,0.01,50,+,kan,15,1701.4375,766.7348879455383
1119,split pir 2x bxb1,30,0.01,50,+,kan,16,1613.6875,764.8459199407421
1120,split pir 2x bxb1,30,0.01,50,-,carb,1,176.375,57.724561496818666
1121,split pir 2x bxb1,30,0.01,50,-,carb,2,17.4375,6.002603601771484
1122,split pir 2x bxb1,30,0.01,50,-,carb,3,3.0,0.7559289460184544
1123,split pir 2x bxb1,30,0.01,50,-,carb,4,2.0625,1.8407587721216643
1124,split pir 2x bxb1,30,0.01,50,-,carb,5,3.1875,1.3076014027873437
1125,split pir 2x bxb1,30,0.01,50,-,carb,6,3.8125,1.6021748611541393
1126,split pir 2x bxb1,30,0.01,50,-,carb,7,7.8125,5.969790017843413
1127,split pir 2x bxb1,30,0.01,50,-,carb,8,46.5625,49.55692073623161
1128,split pir 2x bxb1,30,0.01,50,-,carb,9,87.0,96.24819107762123
1129,split pir 2x bxb1,30,0.01,50,-,carb,10,65.5,80.05221510275118
1130,split pir 2x bxb1,30,0.01,50,-,carb,11,54.9375,65.79863084767472
1131,split pir 2x bxb1,30,0.01,50,-,carb,12,36.25,46.65144309511918
1132,split pir 2x bxb1,30,0.01,50,-,carb,13,26.1875,28.88145413335594
1133,split pir 2x bxb1,30,0.01,50,-,carb,14,16.8125,17.76219400058128
1134,split pir 2x bxb1,30,0.01,50,-,carb,15,12.6875,11.144946003842792
1135,split pir 2x bxb1,30,0.01,50,-,carb,16,7.1875,5.612088355887291
1136,split pir 2x bxb1,30,0.01,50,-,kan,1,401.4375,84.84500048407601
1137,split pir 2x bxb1,30,0.01,50,-,kan,2,85.5625,19.049629730184858
1138,split pir 2x bxb1,30,0.01,50,-,kan,3,20.875,8.114141095290721
1139,split pir 2x bxb1,30,0.01,50,-,kan,4,7.6875,2.6717770972038175
1140,split pir 2x bxb1,30,0.01,50,-,kan,5,20.875,12.397436370936877
1141,split pir 2x bxb1,30,0.01,50,-,kan,6,14.5625,10.458890613116807
1142,split pir 2x bxb1,30,0.01,50,-,kan,7,15.875,13.383758814324173
1143,split pir 2x bxb1,30,0.01,50,-,kan,8,11.25,9.917516970348116
1144,split pir 2x bxb1,30,0.01,50,-,kan,9,9.0,8.375133261199917
1145,split pir 2x bxb1,30,0.01,50,-,kan,10,6.125,6.685538764484772
1146,split pir 2x bxb1,30,0.01,50,-,kan,11,6.3125,5.631147434455204
1147,split pir 2x bxb1,30,0.01,50,-,kan,12,5.6875,4.317220501334494
1148,split pir 2x bxb1,30,0.01,50,-,kan,13,3.8125,3.022977482076712
1149,split pir 2x bxb1,30,0.01,50,-,kan,14,3.8125,2.7115823003236637
1150,split pir 2x bxb1,30,0.01,50,-,kan,15,4.0625,2.731267366731318
1151,split pir 2x bxb1,30,0.01,50,-,kan,16,2.5625,2.3212912047269847
