,well,strain,sal,las,iptg,chlor,cole1,rep,plate,channel,measurement
22027,O17,split pir 2x bxb1,10,0.01,10,+,carb,7,3,sfGFP,10901.5
22031,O17,split pir 2x bxb1,10,0.01,10,+,carb,7,4,sfGFP,8587.5
22035,O17,split pir 2x bxb1,10,0.01,10,+,carb,7,5,sfGFP,7523.5
22039,O17,split pir 2x bxb1,10,0.01,10,+,carb,7,6,sfGFP,6557.5
22043,O17,split pir 2x bxb1,10,0.01,10,+,carb,7,7,sfGFP,8312.0
22047,O17,split pir 2x bxb1,10,0.01,10,+,carb,7,8,sfGFP,9349.5
22051,O17,split pir 2x bxb1,10,0.01,10,+,carb,7,9,sfGFP,9808.0
22055,O17,split pir 2x bxb1,10,0.01,10,+,carb,7,10,sfGFP,5335.0
22059,O17,split pir 2x bxb1,10,0.01,10,+,carb,7,11,sfGFP,10386.5
22063,O17,split pir 2x bxb1,10,0.01,10,+,carb,7,12,sfGFP,9035.0
22067,O17,split pir 2x bxb1,10,0.01,10,+,carb,7,13,sfGFP,10685.0
22071,O17,split pir 2x bxb1,10,0.01,10,+,carb,7,14,sfGFP,10523.0
22075,O17,split pir 2x bxb1,10,0.01,10,+,carb,7,15,sfGFP,7458.5
22079,O17,split pir 2x bxb1,10,0.01,10,+,carb,7,16,sfGFP,8857.0
22083,O18,split pir 2x bxb1,10,0.01,10,+,kan,7,1,sfGFP,4311.5
22087,O18,split pir 2x bxb1,10,0.01,10,+,kan,7,2,sfGFP,5210.0
22091,O18,split pir 2x bxb1,10,0.01,10,+,kan,7,3,sfGFP,3344.0
22095,O18,split pir 2x bxb1,10,0.01,10,+,kan,7,4,sfGFP,3427.5
22099,O18,split pir 2x bxb1,10,0.01,10,+,kan,7,5,sfGFP,4608.0
22103,O18,split pir 2x bxb1,10,0.01,10,+,kan,7,6,sfGFP,3821.5
22107,O18,split pir 2x bxb1,10,0.01,10,+,kan,7,7,sfGFP,3715.0
22111,O18,split pir 2x bxb1,10,0.01,10,+,kan,7,8,sfGFP,3159.0
22115,O18,split pir 2x bxb1,10,0.01,10,+,kan,7,9,sfGFP,2819.0
22119,O18,split pir 2x bxb1,10,0.01,10,+,kan,7,10,sfGFP,3769.0
22123,O18,split pir 2x bxb1,10,0.01,10,+,kan,7,11,sfGFP,5123.5
22127,O18,split pir 2x bxb1,10,0.01,10,+,kan,7,12,sfGFP,3844.5
22131,O18,split pir 2x bxb1,10,0.01,10,+,kan,7,13,sfGFP,4284.5
22135,O18,split pir 2x bxb1,10,0.01,10,+,kan,7,14,sfGFP,4569.5
22139,O18,split pir 2x bxb1,10,0.01,10,+,kan,7,15,sfGFP,4750.0
22143,O18,split pir 2x bxb1,10,0.01,10,+,kan,7,16,sfGFP,4815.5
22147,O19,split pir 2x bxb1,10,0.01,50,+,carb,7,1,sfGFP,3491.5
22151,O19,split pir 2x bxb1,10,0.01,50,+,carb,7,2,sfGFP,9775.0
22155,O19,split pir 2x bxb1,10,0.01,50,+,carb,7,3,sfGFP,7876.0
22159,O19,split pir 2x bxb1,10,0.01,50,+,carb,7,4,sfGFP,6365.5
22163,O19,split pir 2x bxb1,10,0.01,50,+,carb,7,5,sfGFP,4785.0
22167,O19,split pir 2x bxb1,10,0.01,50,+,carb,7,6,sfGFP,5539.0
22171,O19,split pir 2x bxb1,10,0.01,50,+,carb,7,7,sfGFP,7213.0
22175,O19,split pir 2x bxb1,10,0.01,50,+,carb,7,8,sfGFP,7298.5
22179,O19,split pir 2x bxb1,10,0.01,50,+,carb,7,9,sfGFP,8909.5
22183,O19,split pir 2x bxb1,10,0.01,50,+,carb,7,10,sfGFP,4785.0
22187,O19,split pir 2x bxb1,10,0.01,50,+,carb,7,11,sfGFP,10889.0
22191,O19,split pir 2x bxb1,10,0.01,50,+,carb,7,12,sfGFP,8147.0
22195,O19,split pir 2x bxb1,10,0.01,50,+,carb,7,13,sfGFP,8919.5
22199,O19,split pir 2x bxb1,10,0.01,50,+,carb,7,14,sfGFP,9132.5
22203,O19,split pir 2x bxb1,10,0.01,50,+,carb,7,15,sfGFP,5778.5
22207,O19,split pir 2x bxb1,10,0.01,50,+,carb,7,16,sfGFP,8513.5
22211,O2,split pir 2x bxb1,10,0.01,10,-,kan,7,1,sfGFP,3480.5
22215,O2,split pir 2x bxb1,10,0.01,10,-,kan,7,2,sfGFP,4473.5
22219,O2,split pir 2x bxb1,10,0.01,10,-,kan,7,3,sfGFP,3286.5
22223,O2,split pir 2x bxb1,10,0.01,10,-,kan,7,4,sfGFP,4007.5
22227,O2,split pir 2x bxb1,10,0.01,10,-,kan,7,5,sfGFP,3856.5
22231,O2,split pir 2x bxb1,10,0.01,10,-,kan,7,6,sfGFP,2659.5
22235,O2,split pir 2x bxb1,10,0.01,10,-,kan,7,7,sfGFP,2595.5
22239,O2,split pir 2x bxb1,10,0.01,10,-,kan,7,8,sfGFP,2334.5
22243,O2,split pir 2x bxb1,10,0.01,10,-,kan,7,9,sfGFP,2504.5
22247,O2,split pir 2x bxb1,10,0.01,10,-,kan,7,10,sfGFP,3588.5
22251,O2,split pir 2x bxb1,10,0.01,10,-,kan,7,11,sfGFP,4208.5
22255,O2,split pir 2x bxb1,10,0.01,10,-,kan,7,12,sfGFP,4392.5
22259,O2,split pir 2x bxb1,10,0.01,10,-,kan,7,13,sfGFP,4751.0
22263,O2,split pir 2x bxb1,10,0.01,10,-,kan,7,14,sfGFP,4855.0
22267,O2,split pir 2x bxb1,10,0.01,10,-,kan,7,15,sfGFP,5061.5
22271,O2,split pir 2x bxb1,10,0.01,10,-,kan,7,16,sfGFP,5984.0
22275,O20,split pir 2x bxb1,10,0.01,50,+,kan,7,1,sfGFP,4061.0
22279,O20,split pir 2x bxb1,10,0.01,50,+,kan,7,2,sfGFP,3177.0
22283,O20,split pir 2x bxb1,10,0.01,50,+,kan,7,3,sfGFP,2707.5
22287,O20,split pir 2x bxb1,10,0.01,50,+,kan,7,4,sfGFP,3056.0
22291,O20,split pir 2x bxb1,10,0.01,50,+,kan,7,5,sfGFP,3070.0
22295,O20,split pir 2x bxb1,10,0.01,50,+,kan,7,6,sfGFP,2766.0
22299,O20,split pir 2x bxb1,10,0.01,50,+,kan,7,7,sfGFP,3092.5
22303,O20,split pir 2x bxb1,10,0.01,50,+,kan,7,8,sfGFP,2384.0
22307,O20,split pir 2x bxb1,10,0.01,50,+,kan,7,9,sfGFP,2339.0
22311,O20,split pir 2x bxb1,10,0.01,50,+,kan,7,10,sfGFP,2944.0
22315,O20,split pir 2x bxb1,10,0.01,50,+,kan,7,11,sfGFP,3873.5
22319,O20,split pir 2x bxb1,10,0.01,50,+,kan,7,12,sfGFP,3847.5
22323,O20,split pir 2x bxb1,10,0.01,50,+,kan,7,13,sfGFP,3936.5
22327,O20,split pir 2x bxb1,10,0.01,50,+,kan,7,14,sfGFP,3955.5
22331,O20,split pir 2x bxb1,10,0.01,50,+,kan,7,15,sfGFP,4395.5
22335,O20,split pir 2x bxb1,10,0.01,50,+,kan,7,16,sfGFP,4791.0
22339,O21,split pir 2x bxb1,15,0.01,10,+,carb,7,1,sfGFP,7940.5
22343,O21,split pir 2x bxb1,15,0.01,10,+,carb,7,2,sfGFP,17966.5
22347,O21,split pir 2x bxb1,15,0.01,10,+,carb,7,3,sfGFP,18124.0
22351,O21,split pir 2x bxb1,15,0.01,10,+,carb,7,4,sfGFP,16195.5
22355,O21,split pir 2x bxb1,15,0.01,10,+,carb,7,5,sfGFP,17167.0
22359,O21,split pir 2x bxb1,15,0.01,10,+,carb,7,6,sfGFP,14593.5
22363,O21,split pir 2x bxb1,15,0.01,10,+,carb,7,7,sfGFP,13432.0
22367,O21,split pir 2x bxb1,15,0.01,10,+,carb,7,8,sfGFP,12503.0
22371,O21,split pir 2x bxb1,15,0.01,10,+,carb,7,9,sfGFP,10520.5
22375,O21,split pir 2x bxb1,15,0.01,10,+,carb,7,10,sfGFP,3624.5
22379,O21,split pir 2x bxb1,15,0.01,10,+,carb,7,11,sfGFP,4177.5
22383,O21,split pir 2x bxb1,15,0.01,10,+,carb,7,12,sfGFP,3655.5
22387,O21,split pir 2x bxb1,15,0.01,10,+,carb,7,13,sfGFP,2871.5
22391,O21,split pir 2x bxb1,15,0.01,10,+,carb,7,14,sfGFP,2528.5
22395,O21,split pir 2x bxb1,15,0.01,10,+,carb,7,15,sfGFP,2189.0
22399,O21,split pir 2x bxb1,15,0.01,10,+,carb,7,16,sfGFP,2302.0
22403,O22,split pir 2x bxb1,15,0.01,10,+,kan,7,1,sfGFP,11059.0
22407,O22,split pir 2x bxb1,15,0.01,10,+,kan,7,2,sfGFP,12782.5
22411,O22,split pir 2x bxb1,15,0.01,10,+,kan,7,3,sfGFP,10367.5
22415,O22,split pir 2x bxb1,15,0.01,10,+,kan,7,4,sfGFP,10815.5
22419,O22,split pir 2x bxb1,15,0.01,10,+,kan,7,5,sfGFP,11037.0
22423,O22,split pir 2x bxb1,15,0.01,10,+,kan,7,6,sfGFP,10182.0
22427,O22,split pir 2x bxb1,15,0.01,10,+,kan,7,7,sfGFP,11716.5
22431,O22,split pir 2x bxb1,15,0.01,10,+,kan,7,8,sfGFP,9186.5
22435,O22,split pir 2x bxb1,15,0.01,10,+,kan,7,9,sfGFP,6967.5
22439,O22,split pir 2x bxb1,15,0.01,10,+,kan,7,10,sfGFP,7056.5
22443,O22,split pir 2x bxb1,15,0.01,10,+,kan,7,11,sfGFP,9930.5
22447,O22,split pir 2x bxb1,15,0.01,10,+,kan,7,12,sfGFP,10506.5
22451,O22,split pir 2x bxb1,15,0.01,10,+,kan,7,13,sfGFP,8167.5
22455,O22,split pir 2x bxb1,15,0.01,10,+,kan,7,14,sfGFP,7933.0
22459,O22,split pir 2x bxb1,15,0.01,10,+,kan,7,15,sfGFP,6589.0
22463,O22,split pir 2x bxb1,15,0.01,10,+,kan,7,16,sfGFP,6083.5
22467,O23,split pir 2x bxb1,15,0.01,50,+,carb,7,1,sfGFP,8396.0
22471,O23,split pir 2x bxb1,15,0.01,50,+,carb,7,2,sfGFP,19985.0
22475,O23,split pir 2x bxb1,15,0.01,50,+,carb,7,3,sfGFP,17750.0
22479,O23,split pir 2x bxb1,15,0.01,50,+,carb,7,4,sfGFP,16730.5
22483,O23,split pir 2x bxb1,15,0.01,50,+,carb,7,5,sfGFP,15228.0
22487,O23,split pir 2x bxb1,15,0.01,50,+,carb,7,6,sfGFP,14765.5
22491,O23,split pir 2x bxb1,15,0.01,50,+,carb,7,7,sfGFP,13694.0
22495,O23,split pir 2x bxb1,15,0.01,50,+,carb,7,8,sfGFP,15465.5
22499,O23,split pir 2x bxb1,15,0.01,50,+,carb,7,9,sfGFP,13182.0
22503,O23,split pir 2x bxb1,15,0.01,50,+,carb,7,10,sfGFP,3814.5
22507,O23,split pir 2x bxb1,15,0.01,50,+,carb,7,11,sfGFP,4265.0
22511,O23,split pir 2x bxb1,15,0.01,50,+,carb,7,12,sfGFP,2485.5
22515,O23,split pir 2x bxb1,15,0.01,50,+,carb,7,13,sfGFP,1844.0
22519,O23,split pir 2x bxb1,15,0.01,50,+,carb,7,14,sfGFP,1384.5
22523,O23,split pir 2x bxb1,15,0.01,50,+,carb,7,15,sfGFP,1151.5
22527,O23,split pir 2x bxb1,15,0.01,50,+,carb,7,16,sfGFP,1125.0
22531,O24,split pir 2x bxb1,15,0.01,50,+,kan,7,1,sfGFP,12051.0
22535,O24,split pir 2x bxb1,15,0.01,50,+,kan,7,2,sfGFP,10335.0
22539,O24,split pir 2x bxb1,15,0.01,50,+,kan,7,3,sfGFP,9072.5
22543,O24,split pir 2x bxb1,15,0.01,50,+,kan,7,4,sfGFP,9416.5
22547,O24,split pir 2x bxb1,15,0.01,50,+,kan,7,5,sfGFP,10094.5
22551,O24,split pir 2x bxb1,15,0.01,50,+,kan,7,6,sfGFP,10448.5
22555,O24,split pir 2x bxb1,15,0.01,50,+,kan,7,7,sfGFP,11522.0
22559,O24,split pir 2x bxb1,15,0.01,50,+,kan,7,8,sfGFP,9345.0
22563,O24,split pir 2x bxb1,15,0.01,50,+,kan,7,9,sfGFP,8402.0
22567,O24,split pir 2x bxb1,15,0.01,50,+,kan,7,10,sfGFP,8223.5
22571,O24,split pir 2x bxb1,15,0.01,50,+,kan,7,11,sfGFP,9698.0
22575,O24,split pir 2x bxb1,15,0.01,50,+,kan,7,12,sfGFP,11265.5
22579,O24,split pir 2x bxb1,15,0.01,50,+,kan,7,13,sfGFP,7473.0
22583,O24,split pir 2x bxb1,15,0.01,50,+,kan,7,14,sfGFP,7209.0
22587,O24,split pir 2x bxb1,15,0.01,50,+,kan,7,15,sfGFP,6176.0
22591,O24,split pir 2x bxb1,15,0.01,50,+,kan,7,16,sfGFP,5675.0
22595,O3,split pir 2x bxb1,10,0.01,50,-,carb,7,1,sfGFP,3296.0
22599,O3,split pir 2x bxb1,10,0.01,50,-,carb,7,2,sfGFP,11122.0
22603,O3,split pir 2x bxb1,10,0.01,50,-,carb,7,3,sfGFP,6136.5
22607,O3,split pir 2x bxb1,10,0.01,50,-,carb,7,4,sfGFP,4396.5
22611,O3,split pir 2x bxb1,10,0.01,50,-,carb,7,5,sfGFP,3738.0
22615,O3,split pir 2x bxb1,10,0.01,50,-,carb,7,6,sfGFP,4569.5
22619,O3,split pir 2x bxb1,10,0.01,50,-,carb,7,7,sfGFP,7122.5
22623,O3,split pir 2x bxb1,10,0.01,50,-,carb,7,8,sfGFP,6568.0
22627,O3,split pir 2x bxb1,10,0.01,50,-,carb,7,9,sfGFP,6881.0
22631,O3,split pir 2x bxb1,10,0.01,50,-,carb,7,10,sfGFP,4911.0
22635,O3,split pir 2x bxb1,10,0.01,50,-,carb,7,11,sfGFP,11415.0
22639,O3,split pir 2x bxb1,10,0.01,50,-,carb,7,12,sfGFP,6766.5
22643,O3,split pir 2x bxb1,10,0.01,50,-,carb,7,13,sfGFP,7214.5
22647,O3,split pir 2x bxb1,10,0.01,50,-,carb,7,14,sfGFP,5833.0
22651,O3,split pir 2x bxb1,10,0.01,50,-,carb,7,15,sfGFP,3947.0
22655,O3,split pir 2x bxb1,10,0.01,50,-,carb,7,16,sfGFP,3002.0
22659,O4,split pir 2x bxb1,10,0.01,50,-,kan,7,1,sfGFP,3797.5
22663,O4,split pir 2x bxb1,10,0.01,50,-,kan,7,2,sfGFP,3557.5
22667,O4,split pir 2x bxb1,10,0.01,50,-,kan,7,3,sfGFP,2845.0
22671,O4,split pir 2x bxb1,10,0.01,50,-,kan,7,4,sfGFP,3435.5
22675,O4,split pir 2x bxb1,10,0.01,50,-,kan,7,5,sfGFP,3005.5
22679,O4,split pir 2x bxb1,10,0.01,50,-,kan,7,6,sfGFP,2650.5
22683,O4,split pir 2x bxb1,10,0.01,50,-,kan,7,7,sfGFP,2250.0
22687,O4,split pir 2x bxb1,10,0.01,50,-,kan,7,8,sfGFP,1924.5
22691,O4,split pir 2x bxb1,10,0.01,50,-,kan,7,9,sfGFP,2411.0
22695,O4,split pir 2x bxb1,10,0.01,50,-,kan,7,10,sfGFP,3444.5
22699,O4,split pir 2x bxb1,10,0.01,50,-,kan,7,11,sfGFP,4476.0
22703,O4,split pir 2x bxb1,10,0.01,50,-,kan,7,12,sfGFP,4225.5
22707,O4,split pir 2x bxb1,10,0.01,50,-,kan,7,13,sfGFP,4302.5
22711,O4,split pir 2x bxb1,10,0.01,50,-,kan,7,14,sfGFP,3858.0
22715,O4,split pir 2x bxb1,10,0.01,50,-,kan,7,15,sfGFP,3559.5
22719,O4,split pir 2x bxb1,10,0.01,50,-,kan,7,16,sfGFP,4252.5
22723,O5,split pir 2x bxb1,15,0.01,10,-,carb,7,1,sfGFP,8497.5
22727,O5,split pir 2x bxb1,15,0.01,10,-,carb,7,2,sfGFP,23170.5
22731,O5,split pir 2x bxb1,15,0.01,10,-,carb,7,3,sfGFP,23687.0
22735,O5,split pir 2x bxb1,15,0.01,10,-,carb,7,4,sfGFP,21927.5
22739,O5,split pir 2x bxb1,15,0.01,10,-,carb,7,5,sfGFP,20369.5
22743,O5,split pir 2x bxb1,15,0.01,10,-,carb,7,6,sfGFP,15521.0
22747,O5,split pir 2x bxb1,15,0.01,10,-,carb,7,7,sfGFP,17919.5
22751,O5,split pir 2x bxb1,15,0.01,10,-,carb,7,8,sfGFP,15824.0
22755,O5,split pir 2x bxb1,15,0.01,10,-,carb,7,9,sfGFP,10969.0
22759,O5,split pir 2x bxb1,15,0.01,10,-,carb,7,10,sfGFP,2934.5
22763,O5,split pir 2x bxb1,15,0.01,10,-,carb,7,11,sfGFP,1939.0
22767,O5,split pir 2x bxb1,15,0.01,10,-,carb,7,12,sfGFP,890.0
22771,O5,split pir 2x bxb1,15,0.01,10,-,carb,7,13,sfGFP,640.0
22775,O5,split pir 2x bxb1,15,0.01,10,-,carb,7,14,sfGFP,801.5
22779,O5,split pir 2x bxb1,15,0.01,10,-,carb,7,15,sfGFP,901.0
22783,O5,split pir 2x bxb1,15,0.01,10,-,carb,7,16,sfGFP,1034.0
22787,O6,split pir 2x bxb1,15,0.01,10,-,kan,7,1,sfGFP,12369.0
22791,O6,split pir 2x bxb1,15,0.01,10,-,kan,7,2,sfGFP,15874.0
22795,O6,split pir 2x bxb1,15,0.01,10,-,kan,7,3,sfGFP,10277.5
22799,O6,split pir 2x bxb1,15,0.01,10,-,kan,7,4,sfGFP,12235.0
22803,O6,split pir 2x bxb1,15,0.01,10,-,kan,7,5,sfGFP,13569.5
22807,O6,split pir 2x bxb1,15,0.01,10,-,kan,7,6,sfGFP,9760.0
22811,O6,split pir 2x bxb1,15,0.01,10,-,kan,7,7,sfGFP,10698.0
22815,O6,split pir 2x bxb1,15,0.01,10,-,kan,7,8,sfGFP,8755.0
22819,O6,split pir 2x bxb1,15,0.01,10,-,kan,7,9,sfGFP,8706.0
22823,O6,split pir 2x bxb1,15,0.01,10,-,kan,7,10,sfGFP,10026.0
22827,O6,split pir 2x bxb1,15,0.01,10,-,kan,7,11,sfGFP,14806.5
22831,O6,split pir 2x bxb1,15,0.01,10,-,kan,7,12,sfGFP,11126.0
22835,O6,split pir 2x bxb1,15,0.01,10,-,kan,7,13,sfGFP,8812.0
22839,O6,split pir 2x bxb1,15,0.01,10,-,kan,7,14,sfGFP,8937.0
22843,O6,split pir 2x bxb1,15,0.01,10,-,kan,7,15,sfGFP,5433.5
22847,O6,split pir 2x bxb1,15,0.01,10,-,kan,7,16,sfGFP,5573.0
22851,O7,split pir 2x bxb1,15,0.01,50,-,carb,7,1,sfGFP,8602.0
22855,O7,split pir 2x bxb1,15,0.01,50,-,carb,7,2,sfGFP,23585.5
22859,O7,split pir 2x bxb1,15,0.01,50,-,carb,7,3,sfGFP,17954.5
22863,O7,split pir 2x bxb1,15,0.01,50,-,carb,7,4,sfGFP,10474.5
22867,O7,split pir 2x bxb1,15,0.01,50,-,carb,7,5,sfGFP,3389.0
22871,O7,split pir 2x bxb1,15,0.01,50,-,carb,7,6,sfGFP,999.5
22875,O7,split pir 2x bxb1,15,0.01,50,-,carb,7,7,sfGFP,624.5
22879,O7,split pir 2x bxb1,15,0.01,50,-,carb,7,8,sfGFP,908.0
22883,O7,split pir 2x bxb1,15,0.01,50,-,carb,7,9,sfGFP,1062.0
22887,O7,split pir 2x bxb1,15,0.01,50,-,carb,7,10,sfGFP,385.5
22891,O7,split pir 2x bxb1,15,0.01,50,-,carb,7,11,sfGFP,2783.5
22895,O7,split pir 2x bxb1,15,0.01,50,-,carb,7,12,sfGFP,4567.0
22899,O7,split pir 2x bxb1,15,0.01,50,-,carb,7,13,sfGFP,3844.5
22903,O7,split pir 2x bxb1,15,0.01,50,-,carb,7,14,sfGFP,2633.0
22907,O7,split pir 2x bxb1,15,0.01,50,-,carb,7,15,sfGFP,1702.0
22911,O7,split pir 2x bxb1,15,0.01,50,-,carb,7,16,sfGFP,1760.5
22915,O8,split pir 2x bxb1,15,0.01,50,-,kan,7,1,sfGFP,14679.0
22919,O8,split pir 2x bxb1,15,0.01,50,-,kan,7,2,sfGFP,12556.5
22923,O8,split pir 2x bxb1,15,0.01,50,-,kan,7,3,sfGFP,10158.0
22927,O8,split pir 2x bxb1,15,0.01,50,-,kan,7,4,sfGFP,10521.0
22931,O8,split pir 2x bxb1,15,0.01,50,-,kan,7,5,sfGFP,11492.0
22935,O8,split pir 2x bxb1,15,0.01,50,-,kan,7,6,sfGFP,10497.0
22939,O8,split pir 2x bxb1,15,0.01,50,-,kan,7,7,sfGFP,11154.0
22943,O8,split pir 2x bxb1,15,0.01,50,-,kan,7,8,sfGFP,9661.0
22947,O8,split pir 2x bxb1,15,0.01,50,-,kan,7,9,sfGFP,9380.0
22951,O8,split pir 2x bxb1,15,0.01,50,-,kan,7,10,sfGFP,7616.0
22955,O8,split pir 2x bxb1,15,0.01,50,-,kan,7,11,sfGFP,10028.5
22959,O8,split pir 2x bxb1,15,0.01,50,-,kan,7,12,sfGFP,8703.0
22963,O8,split pir 2x bxb1,15,0.01,50,-,kan,7,13,sfGFP,7550.0
22967,O8,split pir 2x bxb1,15,0.01,50,-,kan,7,14,sfGFP,6455.5
22971,O8,split pir 2x bxb1,15,0.01,50,-,kan,7,15,sfGFP,3928.0
22975,O8,split pir 2x bxb1,15,0.01,50,-,kan,7,16,sfGFP,3951.5
22979,O9,split pir 2x bxb1,20,0.01,10,-,carb,7,1,sfGFP,11573.0
22983,O9,split pir 2x bxb1,20,0.01,10,-,carb,7,2,sfGFP,23173.0
22987,O9,split pir 2x bxb1,20,0.01,10,-,carb,7,3,sfGFP,25535.0
22991,O9,split pir 2x bxb1,20,0.01,10,-,carb,7,4,sfGFP,25793.0
22995,O9,split pir 2x bxb1,20,0.01,10,-,carb,7,5,sfGFP,23081.5
22999,O9,split pir 2x bxb1,20,0.01,10,-,carb,7,6,sfGFP,7381.0
23003,O9,split pir 2x bxb1,20,0.01,10,-,carb,7,7,sfGFP,2614.5
23007,O9,split pir 2x bxb1,20,0.01,10,-,carb,7,8,sfGFP,1109.0
23011,O9,split pir 2x bxb1,20,0.01,10,-,carb,7,9,sfGFP,3722.5
23015,O9,split pir 2x bxb1,20,0.01,10,-,carb,7,10,sfGFP,4857.5
23019,O9,split pir 2x bxb1,20,0.01,10,-,carb,7,11,sfGFP,5265.5
23023,O9,split pir 2x bxb1,20,0.01,10,-,carb,7,12,sfGFP,4754.0
23027,O9,split pir 2x bxb1,20,0.01,10,-,carb,7,13,sfGFP,4651.5
23031,O9,split pir 2x bxb1,20,0.01,10,-,carb,7,14,sfGFP,4888.0
23035,O9,split pir 2x bxb1,20,0.01,10,-,carb,7,15,sfGFP,4645.0
23039,O9,split pir 2x bxb1,20,0.01,10,-,carb,7,16,sfGFP,4331.5
23043,P1,split pir 2x bxb1,10,0.01,10,-,carb,8,1,sfGFP,3571.5
23047,P1,split pir 2x bxb1,10,0.01,10,-,carb,8,2,sfGFP,9407.5
23051,P1,split pir 2x bxb1,10,0.01,10,-,carb,8,3,sfGFP,7958.0
23055,P1,split pir 2x bxb1,10,0.01,10,-,carb,8,4,sfGFP,6361.0
23059,P1,split pir 2x bxb1,10,0.01,10,-,carb,8,5,sfGFP,5039.0
23063,P1,split pir 2x bxb1,10,0.01,10,-,carb,8,6,sfGFP,4558.0
23067,P1,split pir 2x bxb1,10,0.01,10,-,carb,8,7,sfGFP,6291.5
23071,P1,split pir 2x bxb1,10,0.01,10,-,carb,8,8,sfGFP,6148.0
23075,P1,split pir 2x bxb1,10,0.01,10,-,carb,8,9,sfGFP,7703.0
23079,P1,split pir 2x bxb1,10,0.01,10,-,carb,8,10,sfGFP,5304.5
23083,P1,split pir 2x bxb1,10,0.01,10,-,carb,8,11,sfGFP,11645.5
23087,P1,split pir 2x bxb1,10,0.01,10,-,carb,8,12,sfGFP,11156.5
23091,P1,split pir 2x bxb1,10,0.01,10,-,carb,8,13,sfGFP,10303.0
23095,P1,split pir 2x bxb1,10,0.01,10,-,carb,8,14,sfGFP,9281.5
23099,P1,split pir 2x bxb1,10,0.01,10,-,carb,8,15,sfGFP,8398.0
23103,P1,split pir 2x bxb1,10,0.01,10,-,carb,8,16,sfGFP,10357.0
23107,P10,split pir 2x bxb1,20,0.01,10,-,kan,8,1,sfGFP,17255.0
23111,P10,split pir 2x bxb1,20,0.01,10,-,kan,8,2,sfGFP,19852.5
23115,P10,split pir 2x bxb1,20,0.01,10,-,kan,8,3,sfGFP,15630.5
23119,P10,split pir 2x bxb1,20,0.01,10,-,kan,8,4,sfGFP,16781.0
23123,P10,split pir 2x bxb1,20,0.01,10,-,kan,8,5,sfGFP,18517.0
23127,P10,split pir 2x bxb1,20,0.01,10,-,kan,8,6,sfGFP,14819.0
23131,P10,split pir 2x bxb1,20,0.01,10,-,kan,8,7,sfGFP,14929.0
23135,P10,split pir 2x bxb1,20,0.01,10,-,kan,8,8,sfGFP,10439.0
23139,P10,split pir 2x bxb1,20,0.01,10,-,kan,8,9,sfGFP,8349.5
23143,P10,split pir 2x bxb1,20,0.01,10,-,kan,8,10,sfGFP,7957.5
23147,P10,split pir 2x bxb1,20,0.01,10,-,kan,8,11,sfGFP,8711.5
23151,P10,split pir 2x bxb1,20,0.01,10,-,kan,8,12,sfGFP,7414.0
23155,P10,split pir 2x bxb1,20,0.01,10,-,kan,8,13,sfGFP,6404.5
23159,P10,split pir 2x bxb1,20,0.01,10,-,kan,8,14,sfGFP,5785.5
23163,P10,split pir 2x bxb1,20,0.01,10,-,kan,8,15,sfGFP,5288.5
23167,P10,split pir 2x bxb1,20,0.01,10,-,kan,8,16,sfGFP,5154.5
23171,P11,split pir 2x bxb1,20,0.01,50,-,carb,8,1,sfGFP,16408.0
23175,P11,split pir 2x bxb1,20,0.01,50,-,carb,8,2,sfGFP,16299.0
23179,P11,split pir 2x bxb1,20,0.01,50,-,carb,8,3,sfGFP,3132.5
23183,P11,split pir 2x bxb1,20,0.01,50,-,carb,8,4,sfGFP,570.0
23187,P11,split pir 2x bxb1,20,0.01,50,-,carb,8,5,sfGFP,269.5
23191,P11,split pir 2x bxb1,20,0.01,50,-,carb,8,6,sfGFP,220.5
23195,P11,split pir 2x bxb1,20,0.01,50,-,carb,8,7,sfGFP,509.0
23199,P11,split pir 2x bxb1,20,0.01,50,-,carb,8,8,sfGFP,1672.0
23203,P11,split pir 2x bxb1,20,0.01,50,-,carb,8,9,sfGFP,3397.0
23207,P11,split pir 2x bxb1,20,0.01,50,-,carb,8,10,sfGFP,2116.0
23211,P11,split pir 2x bxb1,20,0.01,50,-,carb,8,11,sfGFP,2649.0
23215,P11,split pir 2x bxb1,20,0.01,50,-,carb,8,12,sfGFP,1689.5
23219,P11,split pir 2x bxb1,20,0.01,50,-,carb,8,13,sfGFP,1809.0
23223,P11,split pir 2x bxb1,20,0.01,50,-,carb,8,14,sfGFP,1865.5
23227,P11,split pir 2x bxb1,20,0.01,50,-,carb,8,15,sfGFP,2078.5
23231,P11,split pir 2x bxb1,20,0.01,50,-,carb,8,16,sfGFP,2779.0
23235,P12,split pir 2x bxb1,20,0.01,50,-,kan,8,1,sfGFP,21389.5
23239,P12,split pir 2x bxb1,20,0.01,50,-,kan,8,2,sfGFP,16704.5
23243,P12,split pir 2x bxb1,20,0.01,50,-,kan,8,3,sfGFP,16268.5
23247,P12,split pir 2x bxb1,20,0.01,50,-,kan,8,4,sfGFP,14986.5
23251,P12,split pir 2x bxb1,20,0.01,50,-,kan,8,5,sfGFP,17606.0
23255,P12,split pir 2x bxb1,20,0.01,50,-,kan,8,6,sfGFP,14808.0
23259,P12,split pir 2x bxb1,20,0.01,50,-,kan,8,7,sfGFP,13661.5
23263,P12,split pir 2x bxb1,20,0.01,50,-,kan,8,8,sfGFP,9643.0
